Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Lucas Perri,br BRA,GK,25-349,34,34,3015.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adryelson,br BRA,DF,25-246,32,32,2726.0,30.3,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.9,0.9,0.3,1.2,2.0,53.0,3.0,0.03,0.03,0.07,0.03,0.07,0.03,0.01,0.04,0.03,0.04,Matches
Víctor Cuesta,ar ARG,DF,35-005,31,31,2790.0,31.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,1.8,0.7,2.5,8.0,95.0,6.0,0.03,0.03,0.06,0.03,0.06,0.07,0.02,0.09,0.06,0.08,Matches
Marlon Freitas,br BRA,MF,28-242,32,29,2620.0,29.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.8,1.8,1.7,3.5,27.0,178.0,16.0,0.03,0.03,0.07,0.03,0.07,0.06,0.06,0.12,0.06,0.12,Matches
Carlos Eduardo,br BRA,MF,34-038,31,29,2499.0,27.8,6.0,5.0,11.0,6.0,0.0,0.0,5.0,0.0,4.9,4.9,5.7,10.6,28.0,146.0,82.0,0.22,0.18,0.4,0.22,0.4,0.18,0.2,0.38,0.18,0.38,Matches
Tchê Tchê,br BRA,MF,31-086,32,28,2307.0,25.6,2.0,5.0,7.0,2.0,0.0,0.0,8.0,0.0,1.8,1.8,2.8,4.6,40.0,143.0,51.0,0.08,0.2,0.27,0.08,0.27,0.07,0.11,0.18,0.07,0.18,Matches
Tiquinho Soares,br BRA,FW,32-311,29,27,2194.0,24.4,16.0,4.0,20.0,12.0,4.0,6.0,9.0,0.0,11.6,6.9,2.4,9.3,24.0,49.0,139.0,0.66,0.16,0.82,0.49,0.66,0.48,0.1,0.57,0.28,0.38,Matches
Júnior Santos,br BRA,FW,29-044,33,27,1902.0,21.1,7.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,6.1,6.1,2.3,8.4,108.0,42.0,182.0,0.33,0.05,0.38,0.33,0.38,0.29,0.11,0.4,0.29,0.4,Matches
Leonel Di Plácido,ar ARG,DF,29-300,31,25,2334.0,25.9,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,0.2,0.2,2.5,2.7,55.0,104.0,81.0,0.04,0.15,0.19,0.04,0.19,0.01,0.1,0.1,0.01,0.1,Matches
João Victor Santos Sá,br BRA,FW,29-242,29,24,1875.0,20.8,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,4.9,4.9,1.7,6.6,65.0,37.0,201.0,0.19,0.19,0.38,0.19,0.38,0.24,0.08,0.32,0.24,0.32,Matches
Fernando Marçal,br BRA,DF,34-278,22,20,1626.0,18.1,0.0,3.0,3.0,0.0,0.0,0.0,8.0,1.0,0.2,0.2,1.3,1.5,17.0,83.0,64.0,0.0,0.17,0.17,0.0,0.17,0.01,0.07,0.08,0.01,0.08,Matches
Hugo,br BRA,DF,22-065,19,12,1231.0,13.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.3,1.4,32.0,59.0,57.0,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.11,0.01,0.11,Matches
