Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Lucas Perri,br BRA,GK,25-349,34,3015.0,89.0,98.5,33.5,34,89.0,33,0,,0,1.79,55.0,31.0,24.0,0.72,2.72,45.0,43.8,1.2,0.04,1.89,Matches
Adryelson,br BRA,DF,25-246,32,2726.0,85.0,89.1,30.3,32,85.0,26,0,,0,1.81,49.0,27.0,22.0,0.73,0.46,41.8,40.3,1.5,0.05,0.37,Matches
Víctor Cuesta,ar ARG,DF,35-005,31,2790.0,90.0,91.2,31.0,31,90.0,31,0,,0,1.94,52.0,27.0,25.0,0.81,1.47,42.1,41.5,0.6,0.02,0.11,Matches
Marlon Freitas,br BRA,MF,28-242,32,2620.0,82.0,85.6,29.1,29,89.0,25,3,17.0,1,1.81,49.0,28.0,21.0,0.72,0.31,40.2,39.1,1.1,0.04,0.21,Matches
Carlos Eduardo,br BRA,MF,34-038,31,2499.0,81.0,81.7,27.8,29,85.0,15,2,14.0,0,1.84,44.0,21.0,23.0,0.83,0.83,35.5,35.9,-0.4,-0.02,-0.13,Matches
Tchê Tchê,br BRA,MF,31-086,32,2307.0,72.0,75.4,25.6,28,79.0,9,4,24.0,0,1.72,39.0,27.0,12.0,0.47,-0.85,32.5,32.2,0.3,0.01,0.01,Matches
Tiquinho Soares,br BRA,FW,32-311,29,2194.0,76.0,71.7,24.4,27,79.0,11,2,33.0,0,1.76,37.0,23.0,14.0,0.57,-0.36,30.2,32.2,-1.9,-0.08,-0.31,Matches
Júnior Santos,br BRA,FW,29-044,33,1902.0,58.0,62.2,21.1,27,67.0,5,6,17.0,1,1.76,29.0,18.0,11.0,0.52,-0.41,24.9,25.1,-0.2,-0.01,-0.05,Matches
Leonel Di Plácido,ar ARG,DF,29-300,31,2334.0,75.0,76.3,25.9,25,85.0,17,6,34.0,2,1.77,41.0,29.0,12.0,0.46,-0.9,33.5,36.8,-3.3,-0.13,-0.58,Matches
João Victor Santos Sá,br BRA,FW,29-242,29,1875.0,65.0,61.3,20.8,24,72.0,1,5,31.0,0,1.69,38.0,19.0,19.0,0.91,0.61,27.1,24.5,2.6,0.12,0.3,Matches
Fernando Marçal,br BRA,DF,34-278,22,1626.0,74.0,53.1,18.1,20,78.0,15,2,30.0,1,1.36,30.0,20.0,10.0,0.55,-0.26,23.9,23.8,0.1,0.01,-0.01,Matches
Hugo,br BRA,DF,22-065,19,1231.0,65.0,40.2,13.7,12,85.0,10,7,30.0,13,1.79,21.0,10.0,11.0,0.8,0.21,20.3,18.2,2.1,0.15,0.24,Matches
Luis Henrique,br BRA,FW,21-345,30,1208.0,40.0,39.5,13.4,11,65.0,1,19,26.0,2,1.87,19.0,7.0,12.0,0.89,0.36,17.2,15.7,1.5,0.11,0.17,Matches
Rafael,br BRA,DF,33-138,9,482.0,54.0,15.8,5.4,8,59.0,2,1,13.0,0,2.67,8.0,2.0,6.0,1.12,0.53,5.8,5.6,0.2,0.04,0.04,Matches
Danilo Barbosa,br BRA,MF,27-269,20,741.0,37.0,24.2,8.2,7,73.0,3,13,17.0,7,2.15,12.0,13.0,-1.0,-0.12,-1.05,8.3,15.6,-7.2,-0.88,-1.17,Matches
Gabriel,br BRA,MF,30-067,13,619.0,48.0,20.2,6.9,7,70.0,0,6,21.0,4,1.62,12.0,5.0,7.0,1.02,0.43,11.0,7.0,4.0,0.55,0.69,Matches
Lucas Fernandes,br BRA,MF,26-065,12,464.0,39.0,15.2,5.2,5,65.0,0,7,20.0,14,2.17,8.0,3.0,5.0,0.97,0.35,7.2,4.8,2.4,0.46,0.53,Matches
Gustavo Sauer,br BRA,"FW,MF",30-208,6,258.0,43.0,8.4,2.9,4,52.0,0,2,26.0,13,2.5,7.0,4.0,3.0,1.05,0.4,4.7,3.8,0.9,0.32,0.34,Matches
Diego Costa,es ESP,FW,35-048,12,488.0,41.0,15.9,5.4,3,81.0,2,9,27.0,0,0.92,9.0,8.0,1.0,0.18,-0.59,5.6,7.1,-1.5,-0.27,-0.34,Matches
Philipe Sampaio,br BRA,DF,29-013,11,408.0,37.0,13.3,4.5,3,90.0,3,8,17.0,22,2.33,9.0,7.0,2.0,0.44,-0.27,4.4,5.2,-0.9,-0.19,-0.24,Matches
Matias Segovia,py PAR,FW,20-324,20,645.0,32.0,21.1,7.2,2,69.0,0,18,28.0,10,2.0,16.0,3.0,13.0,1.81,1.44,12.9,9.9,3.0,0.42,0.52,Matches
JP Galvão,br BRA,DF,22-201,3,186.0,62.0,6.1,2.1,2,79.0,1,1,28.0,19,1.33,3.0,2.0,1.0,0.48,-0.21,3.4,1.6,1.7,0.84,0.88,Matches
Janderson,br BRA,"FW,MF",24-202,14,299.0,21.0,9.8,3.3,1,73.0,0,13,17.0,13,1.5,6.0,1.0,5.0,1.51,0.92,5.4,4.6,0.8,0.24,0.25,Matches
Luis Segovia,ec ECU,DF,26-029,2,95.0,48.0,3.1,1.1,1,83.0,0,1,12.0,13,1.5,2.0,2.0,0.0,0.0,-0.7,1.6,2.8,-1.2,-1.18,-1.23,Matches
Matheus Nascimento,br BRA,FW,19-266,4,83.0,21.0,2.7,0.9,1,70.0,0,3,4.0,5,3.0,2.0,0.0,2.0,2.17,1.53,2.3,0.8,1.5,1.62,1.66,Matches
Bastos,ao ANG,DF,32-242,2,67.0,34.0,2.2,0.7,1,57.0,0,1,10.0,8,1.5,0.0,1.0,-1.0,-1.34,-2.06,0.3,1.0,-0.7,-0.94,-0.97,Matches
Carlos Alberto,br BRA,"FW,MF",21-224,12,164.0,14.0,5.4,1.8,0,,0,12,14.0,10,1.17,5.0,6.0,-1.0,-0.55,-1.29,3.5,4.0,-0.5,-0.25,-0.27,Matches
Daniel Borges,br BRA,DF,30-246,1,45.0,45.0,1.5,0.5,0,,0,1,45.0,7,3.0,1.0,0.0,1.0,2.0,1.34,0.4,1.0,-0.6,-1.26,-1.29,Matches
Gatito Fernández,py PAR,GK,35-240,1,45.0,45.0,1.5,0.5,0,,0,1,45.0,25,0.0,0.0,1.0,-1.0,-2.0,-2.72,0.1,1.0,-0.9,-1.85,-1.89,Matches
Diego Hernández,uy URU,FW,23-155,2,41.0,21.0,1.3,0.5,0,,0,2,21.0,7,2.0,0.0,1.0,-1.0,-2.2,-2.91,0.3,1.6,-1.3,-2.85,-2.89,Matches
Kayque,br BRA,MF,23-135,2,27.0,14.0,0.9,0.3,0,,0,2,14.0,1,1.5,1.0,0.0,1.0,3.33,2.68,0.7,0.4,0.3,1.15,1.15,Matches
Mateo Ponte,uy URU,DF,20-184,1,22.0,22.0,0.7,0.2,0,,0,1,22.0,4,3.0,1.0,0.0,1.0,4.09,3.44,0.6,0.5,0.1,0.29,0.29,Matches
Lucas Piazon,br BRA,FW,29-308,1,20.0,20.0,0.7,0.2,0,,0,1,20.0,1,0.0,0.0,0.0,0.0,0.0,-0.68,0.3,0.3,0.0,-0.09,-0.1,Matches
Breno,br BRA,MF,23-084,1,10.0,10.0,0.3,0.1,0,,0,1,10.0,4,3.0,1.0,0.0,1.0,9.0,8.35,0.3,0.1,0.2,1.58,1.58,Matches
Rai,br BRA,MF,21-217,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,11,3.0,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,3.85,3.84,Matches
Douglas Borges,br BRA,GK,33-239,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
Joel Carli,ar ARG,DF,37-036,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
João Fernando,br BRA,GK,22-268,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Igo Gabriel,br BRA,GK,22-042,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Jacob Montes,ni NCA,MF,25-035,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Newton,br BRA,DF,23-327,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Wallison Silva,br BRA,DF,22-123,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
David Sousa,br BRA,DF,22-143,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Henrique Vermudt,br BRA,MF,24-272,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,29.4,34,3060.0,90.0,100.0,34.0,374,80.0,210,161,22.0,246,1.79,55.0,32.0,23.0,0.68,,45.0,44.7,0.3,0.01,,
Opponent Total,,,28.3,34,3060.0,90.0,100.0,34.0,374,80.0,222,153,22.0,251,1.0,32.0,55.0,-23.0,-0.68,,44.7,45.0,-0.3,-0.01,,
