Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Lucas Perri,br BRA,GK,25-349,33.5,1033,828,1018,14,2,2,1033,0,0,,0,,545,3304,2218,0,0,0,2,0,368,0,Matches
Adryelson,br BRA,DF,25-246,30.3,1727,274,918,786,29,22,1727,0,0,,0,,890,3801,2132,2,3,1,3,0,1023,3,Matches
Víctor Cuesta,ar ARG,DF,35-005,31.0,1774,228,852,841,90,28,1774,9,3,33.3,6,66.7,1002,4814,2320,8,19,0,14,4,1065,6,Matches
Marlon Freitas,br BRA,MF,28-242,29.1,1953,103,425,1319,225,18,1953,5,5,100.0,0,0.0,1116,6290,3009,27,30,2,12,3,1314,16,Matches
Carlos Eduardo,br BRA,MF,34-038,27.8,1269,22,111,848,319,51,1269,50,17,34.0,26,52.0,807,3979,1729,28,28,3,45,21,965,82,Matches
Tchê Tchê,br BRA,MF,31-086,25.6,1288,26,196,754,352,18,1288,54,30,55.6,16,29.6,843,4716,2204,40,35,3,34,31,989,51,Matches
Tiquinho Soares,br BRA,FW,32-311,24.4,898,29,65,471,370,113,892,61,35,57.4,21,34.4,549,2334,884,24,23,6,75,55,709,139,Matches
Júnior Santos,br BRA,FW,29-044,21.1,996,26,102,416,504,86,996,143,68,47.6,63,44.1,672,5732,2943,108,77,29,74,40,746,182,Matches
Leonel Di Plácido,ar ARG,DF,29-300,25.9,1611,76,463,778,393,22,1611,61,32,52.5,20,32.8,775,3964,2216,55,34,8,23,9,817,81,Matches
João Victor Santos Sá,br BRA,FW,29-242,20.8,894,12,114,385,403,81,894,64,30,46.9,29,45.3,533,3383,1669,65,34,33,38,22,623,201,Matches
Fernando Marçal,br BRA,DF,34-278,18.1,1249,61,346,580,339,10,1249,23,10,43.5,11,47.8,563,2426,1234,17,19,1,10,5,631,64,Matches
Hugo,br BRA,DF,22-065,13.7,863,37,229,420,221,11,863,31,14,45.2,15,48.4,382,2126,1290,32,21,2,25,5,429,57,Matches
Luis Henrique,br BRA,FW,21-345,13.4,689,7,99,295,315,35,689,72,43,59.7,24,33.3,445,3608,1753,53,37,19,31,19,508,123,Matches
Rafael,br BRA,DF,33-138,5.4,308,18,97,153,66,2,308,14,12,85.7,2,14.3,125,861,432,12,6,1,6,1,131,4,Matches
Danilo Barbosa,br BRA,MF,27-269,8.2,420,49,131,243,51,4,420,19,11,57.9,5,26.3,199,1027,503,8,4,0,7,12,227,4,Matches
Gabriel,br BRA,MF,30-067,6.9,481,15,90,291,106,15,481,19,9,47.4,9,47.4,273,1301,585,8,10,1,14,11,322,19,Matches
Lucas Fernandes,br BRA,MF,26-065,5.2,302,5,44,162,100,12,302,14,5,35.7,5,35.7,172,1138,469,13,8,2,12,5,208,25,Matches
Gustavo Sauer,br BRA,"FW,MF",30-208,2.9,119,1,12,49,60,5,119,9,7,77.8,1,11.1,74,483,182,5,6,1,7,5,83,18,Matches
Diego Costa,es ESP,FW,35-048,5.4,180,5,12,71,99,27,180,6,2,33.3,3,50.0,98,519,179,8,5,2,13,9,137,39,Matches
Philipe Sampaio,br BRA,DF,29-013,4.5,297,46,145,147,5,4,297,1,0,0.0,1,100.0,177,852,481,3,0,0,1,0,185,0,Matches
Matias Segovia,py PAR,FW,20-324,7.2,430,7,75,188,172,26,430,31,12,38.7,15,48.4,311,2090,1031,42,21,15,24,9,314,72,Matches
JP Galvão,br BRA,DF,22-201,2.1,105,7,39,47,20,0,105,3,0,0.0,2,66.7,41,197,98,2,0,0,1,2,41,7,Matches
