Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Lucas Perri,br BRA,GK,25-349,33.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Adryelson,br BRA,DF,25-246,30.3,1,11,5,45.5,0.36,0.17,0.09,0.2,10.2,0,0,0,0.9,0.9,0.08,0.1,0.1,Matches
Víctor Cuesta,ar ARG,DF,35-005,31.0,1,17,4,23.5,0.55,0.13,0.06,0.25,13.8,3,0,0,2.0,1.8,0.11,-1.0,-0.8,Matches
Marlon Freitas,br BRA,MF,28-242,29.1,1,34,5,14.7,1.17,0.17,0.03,0.2,25.6,0,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches
Carlos Eduardo,br BRA,MF,34-038,27.8,6,37,15,40.5,1.33,0.54,0.16,0.4,16.0,6,0,0,4.9,4.9,0.13,1.1,1.1,Matches
Tchê Tchê,br BRA,MF,31-086,25.6,2,40,11,27.5,1.56,0.43,0.05,0.18,24.5,0,0,0,1.8,1.8,0.04,0.2,0.2,Matches
Tiquinho Soares,br BRA,FW,32-311,24.4,16,67,22,32.8,2.75,0.9,0.18,0.55,17.2,1,4,6,11.6,6.9,0.1,4.4,5.1,Matches
Júnior Santos,br BRA,FW,29-044,21.1,7,60,21,35.0,2.84,0.99,0.12,0.33,17.7,0,0,0,6.1,6.1,0.1,0.9,0.9,Matches
Leonel Di Plácido,ar ARG,DF,29-300,25.9,1,10,3,30.0,0.39,0.12,0.1,0.33,27.8,0,0,0,0.2,0.2,0.02,0.8,0.8,Matches
João Victor Santos Sá,br BRA,FW,29-242,20.8,4,46,19,41.3,2.21,0.91,0.09,0.21,18.7,0,0,0,4.9,4.9,0.11,-0.9,-0.9,Matches
Fernando Marçal,br BRA,DF,34-278,18.1,0,8,1,12.5,0.44,0.06,0.0,0.0,23.3,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Hugo,br BRA,DF,22-065,13.7,0,4,1,25.0,0.29,0.07,0.0,0.0,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Luis Henrique,br BRA,FW,21-345,13.4,4,25,12,48.0,1.86,0.89,0.16,0.33,19.9,0,0,0,3.3,3.3,0.13,0.7,0.7,Matches
Rafael,br BRA,DF,33-138,5.4,0,1,1,100.0,0.19,0.19,0.0,0.0,28.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Danilo Barbosa,br BRA,MF,27-269,8.2,2,5,2,40.0,0.61,0.24,0.4,1.0,16.7,0,0,0,0.5,0.5,0.1,1.5,1.5,Matches
Gabriel,br BRA,MF,30-067,6.9,0,12,3,25.0,1.74,0.44,0.0,0.0,21.3,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Lucas Fernandes,br BRA,MF,26-065,5.2,0,16,5,31.3,3.1,0.97,0.0,0.0,19.3,1,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
Gustavo Sauer,br BRA,"FW,MF",30-208,2.9,2,5,2,40.0,1.74,0.7,0.4,1.0,19.7,0,0,0,0.2,0.2,0.05,1.8,1.8,Matches
Diego Costa,es ESP,FW,35-048,5.4,3,15,7,46.7,2.77,1.29,0.2,0.43,12.9,1,0,0,1.9,1.9,0.13,1.1,1.1,Matches
Philipe Sampaio,br BRA,DF,29-013,4.5,0,2,0,0.0,0.44,0.0,0.0,,10.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Matias Segovia,py PAR,FW,20-324,7.2,0,11,4,36.4,1.53,0.56,0.0,0.0,22.5,1,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
