Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Lucas Perri,br BRA,GK,25-349,33.5,958,641,313,96,0,7,0,0,0,0,0,0,617,4,0,Matches
Adryelson,br BRA,DF,25-246,30.3,1378,1316,61,48,0,10,0,2,0,0,0,0,1173,1,6,Matches
Víctor Cuesta,ar ARG,DF,35-005,31.0,1472,1383,84,49,2,11,22,2,0,0,0,0,1224,5,3,Matches
Marlon Freitas,br BRA,MF,28-242,29.1,1714,1603,109,101,4,25,9,5,1,0,0,0,1479,2,26,Matches
Carlos Eduardo,br BRA,MF,34-038,27.8,1056,960,95,33,6,25,61,6,27,4,21,0,858,1,15,Matches
Tchê Tchê,br BRA,MF,31-086,25.6,1066,1018,48,26,2,7,27,11,10,2,7,0,929,0,10,Matches
Tiquinho Soares,br BRA,FW,32-311,24.4,611,577,33,4,3,14,12,8,0,0,0,0,433,1,18,Matches
Júnior Santos,br BRA,FW,29-044,21.1,631,619,11,2,3,1,52,8,1,0,0,0,449,1,36,Matches
Leonel Di Plácido,ar ARG,DF,29-300,25.9,1311,1056,253,16,0,5,83,236,1,0,0,0,1047,2,29,Matches
João Victor Santos Sá,br BRA,FW,29-242,20.8,615,602,13,1,0,3,34,6,4,0,0,0,490,0,22,Matches
Fernando Marçal,br BRA,DF,34-278,18.1,1070,795,270,58,0,0,111,167,45,15,27,0,794,5,24,Matches
Hugo,br BRA,DF,22-065,13.7,673,517,155,17,1,2,51,121,17,2,15,0,518,1,11,Matches
Luis Henrique,br BRA,FW,21-345,13.4,547,530,15,1,0,8,20,13,1,0,0,0,423,2,14,Matches
Rafael,br BRA,DF,33-138,5.4,243,179,64,9,0,1,21,52,3,0,3,0,184,0,2,Matches
Danilo Barbosa,br BRA,MF,27-269,8.2,311,296,12,12,1,2,2,0,0,0,0,0,237,3,7,Matches
Gabriel,br BRA,MF,30-067,6.9,387,372,14,10,2,4,12,1,3,1,2,0,277,1,7,Matches
Lucas Fernandes,br BRA,MF,26-065,5.2,245,204,40,14,0,2,28,0,23,6,15,0,199,1,3,Matches
Gustavo Sauer,br BRA,"FW,MF",30-208,2.9,91,79,11,3,0,1,8,1,7,3,2,0,72,1,2,Matches
Diego Costa,es ESP,FW,35-048,5.4,123,113,9,0,0,1,8,1,0,0,0,0,78,1,8,Matches
Philipe Sampaio,br BRA,DF,29-013,4.5,236,230,5,5,0,0,1,0,0,0,0,0,202,1,2,Matches
Matias Segovia,py PAR,FW,20-324,7.2,323,312,10,5,4,5,20,1,4,4,0,0,248,1,3,Matches
JP Galvão,br BRA,DF,22-201,2.1,77,59,18,0,0,2,5,18,0,0,0,0,59,0,0,Matches
Janderson,br BRA,"FW,MF",24-202,3.3,85,83,2,1,0,1,10,0,0,0,0,0,59,0,7,Matches
Luis Segovia,ec ECU,DF,26-029,1.1,43,42,1,1,0,0,0,0,0,0,0,0,36,0,0,Matches
Matheus Nascimento,br BRA,FW,19-266,0.9,15,15,0,0,0,0,0,0,0,0,0,0,11,0,1,Matches
Bastos,ao ANG,DF,32-242,0.7,39,38,1,1,0,0,0,0,0,0,0,0,35,0,0,Matches
Carlos Alberto,br BRA,"FW,MF",21-224,1.8,40,35,5,0,0,0,1,5,0,0,0,0,34,0,1,Matches
Daniel Borges,br BRA,DF,30-246,0.5,14,12,2,0,0,0,2,2,0,0,0,0,10,0,0,Matches
Gatito Fernández,py PAR,GK,35-240,0.5,13,9,4,1,0,0,0,0,0,0,0,0,11,0,0,Matches
Diego Hernández,uy URU,FW,23-155,0.5,13,11,2,0,0,0,2,0,2,0,0,0,9,0,0,Matches
Kayque,br BRA,MF,23-135,0.3,22,22,0,0,2,0,0,0,0,0,0,0,20,0,0,Matches
Mateo Ponte,uy URU,DF,20-184,0.2,10,6,4,0,0,0,0,4,0,0,0,0,8,0,0,Matches
Lucas Piazon,br BRA,FW,29-308,0.2,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0,Matches
Breno,br BRA,MF,23-084,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Rai,br BRA,MF,21-217,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Squad Total,,,29.4,34.0,15449,13750,1665,515,30,137,602,670,149,37,92,0,12238,34,257,
Opponent Total,,,28.3,34.0,16959,15174,1704,466,38,136,699,705,191,68,89,1,13552,81,287,
