Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Lucas Perri,br BRA,GK,25-349,33.5,617,958,64.4,19875,15389,105,106,99.1,208,212,98.1,298,630,47.3,0,0.1,0.0,-0.1,1,17,0,0,2,Matches
Adryelson,br BRA,DF,25-246,30.3,1173,1378,85.1,22675,8391,393,441,89.1,654,737,88.7,117,178,65.7,1,0.3,0.5,0.7,2,30,1,0,53,Matches
Víctor Cuesta,ar ARG,DF,35-005,31.0,1224,1472,83.2,22542,9108,443,482,91.9,666,745,89.4,94,212,44.3,1,0.7,1.0,0.3,8,100,11,5,95,Matches
Marlon Freitas,br BRA,MF,28-242,29.1,1479,1714,86.3,29661,7772,533,595,89.6,680,744,91.4,237,310,76.5,1,1.7,2.5,-0.7,22,185,22,3,178,Matches
Carlos Eduardo,br BRA,MF,34-038,27.8,858,1056,81.3,16163,4377,342,392,87.2,370,437,84.7,121,171,70.8,5,5.7,3.7,-0.7,40,128,17,3,146,Matches
Tchê Tchê,br BRA,MF,31-086,25.6,929,1066,87.1,15898,4049,430,457,94.1,395,442,89.4,83,125,66.4,5,2.8,3.0,2.2,25,129,13,3,143,Matches
Tiquinho Soares,br BRA,FW,32-311,24.4,433,611,70.9,6794,1239,245,324,75.6,121,161,75.2,41,58,70.7,4,2.4,1.8,1.6,26,40,12,3,49,Matches
Júnior Santos,br BRA,FW,29-044,21.1,449,631,71.2,6642,1473,269,325,82.8,139,195,71.3,27,48,56.3,1,2.3,2.2,-1.3,20,24,20,8,42,Matches
Leonel Di Plácido,ar ARG,DF,29-300,25.9,1047,1311,79.9,17268,7099,532,583,91.3,413,513,80.5,82,148,55.4,4,2.5,2.2,1.5,38,87,30,20,104,Matches
João Victor Santos Sá,br BRA,FW,29-242,20.8,490,615,79.7,7269,1431,279,321,86.9,167,203,82.3,27,37,73.0,4,1.7,2.1,2.3,31,29,22,8,37,Matches
Fernando Marçal,br BRA,DF,34-278,18.1,794,1070,74.2,14188,6299,367,415,88.4,327,404,80.9,85,198,42.9,3,1.3,1.6,1.7,27,69,7,4,83,Matches
Hugo,br BRA,DF,22-065,13.7,518,673,77.0,8243,3220,280,308,90.9,177,228,77.6,40,96,41.7,2,1.3,1.1,0.7,16,52,11,8,59,Matches
Luis Henrique,br BRA,FW,21-345,13.4,423,547,77.3,6688,1521,233,275,84.7,151,185,81.6,28,54,51.9,2,1.4,1.5,0.6,28,26,17,2,52,Matches
Rafael,br BRA,DF,33-138,5.4,184,243,75.7,2786,1188,104,113,92.0,69,98,70.4,8,24,33.3,0,0.2,0.4,-0.2,5,12,4,2,10,Matches
Danilo Barbosa,br BRA,MF,27-269,8.2,237,311,76.2,4194,1662,99,125,79.2,107,129,82.9,22,34,64.7,0,0.1,0.2,-0.1,2,33,3,0,41,Matches
Gabriel,br BRA,MF,30-067,6.9,277,387,71.6,5008,1860,134,165,81.2,96,128,75.0,39,66,59.1,1,1.0,1.1,0.0,12,37,9,4,37,Matches
Lucas Fernandes,br BRA,MF,26-065,5.2,199,245,81.2,3364,997,92,98,93.9,86,100,86.0,17,35,48.6,0,0.5,0.5,-0.5,6,19,2,0,32,Matches
Gustavo Sauer,br BRA,"FW,MF",30-208,2.9,72,91,79.1,1108,328,42,46,91.3,23,26,88.5,4,11,36.4,1,0.4,0.3,0.6,4,6,4,1,13,Matches
Diego Costa,es ESP,FW,35-048,5.4,78,123,63.4,1215,292,41,60,68.3,32,42,76.2,3,5,60.0,0,0.1,0.2,-0.1,1,5,2,1,12,Matches
Philipe Sampaio,br BRA,DF,29-013,4.5,202,236,85.6,3860,1368,57,63,90.5,124,137,90.5,16,28,57.1,0,0.0,0.1,0.0,1,8,1,1,9,Matches
Matias Segovia,py PAR,FW,20-324,7.2,248,323,76.8,4092,1055,136,156,87.2,79,107,73.8,24,40,60.0,1,1.5,1.4,-0.5,16,24,14,5,31,Matches
JP Galvão,br BRA,DF,22-201,2.1,59,77,76.6,1252,435,24,27,88.9,26,35,74.3,9,14,64.3,0,0.0,0.0,0.0,0,4,1,1,6,Matches
Janderson,br BRA,"FW,MF",24-202,3.3,59,85,69.4,773,118,33,39,84.6,16,24,66.7,2,4,50.0,1,0.9,0.4,0.1,7,3,4,2,6,Matches
Luis Segovia,ec ECU,DF,26-029,1.1,36,43,83.7,710,292,12,13,92.3,18,19,94.7,6,11,54.5,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Matheus Nascimento,br BRA,FW,19-266,0.9,11,15,73.3,135,29,7,8,87.5,2,2,100.0,0,0,,0,0.4,0.0,-0.4,2,1,0,0,2,Matches
Bastos,ao ANG,DF,32-242,0.7,35,39,89.7,670,168,14,16,87.5,16,17,94.1,5,6,83.3,0,0.0,0.0,0.0,0,4,0,0,3,Matches
Carlos Alberto,br BRA,"FW,MF",21-224,1.8,34,40,85.0,506,105,18,20,90.0,12,14,85.7,3,3,100.0,0,0.2,0.3,-0.2,2,0,0,0,4,Matches
Daniel Borges,br BRA,DF,30-246,0.5,10,14,71.4,162,55,5,5,100.0,5,6,83.3,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Gatito Fernández,py PAR,GK,35-240,0.5,11,13,84.6,259,166,4,4,100.0,4,4,100.0,3,5,60.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Diego Hernández,uy URU,FW,23-155,0.5,9,13,69.2,118,14,5,5,100.0,2,5,40.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Kayque,br BRA,MF,23-135,0.3,20,22,90.9,338,159,10,11,90.9,7,7,100.0,2,3,66.7,1,0.4,0.2,0.6,1,7,0,0,7,Matches
Mateo Ponte,uy URU,DF,20-184,0.2,8,10,80.0,147,71,3,4,75.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Lucas Piazon,br BRA,FW,29-308,0.2,6,6,100.0,88,45,3,3,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Breno,br BRA,MF,23-084,0.1,4,6,66.7,38,19,4,5,80.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rai,br BRA,MF,21-217,0.0,5,5,100.0,80,12,3,3,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,29.4,34.0,12238,15449,79.2,224809,81806,5301,6013,88.2,5198,6112,85.0,1447,2564,56.4,38,29.8,28.5,8.2,343,1083,227,84,1259,
Opponent Total,,,28.3,34.0,13552,16959,79.9,240830,83994,5934,6667,89.0,5862,6834,85.8,1386,2519,55.0,23,33.5,27.7,-10.5,338,1148,237,69,1392,
