Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Gabriel Chapecó,br BRA,GK,23-240,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Suárez,uy URU,FW,36-304,29,29,2521.0,28.0,14.0,10.0,24.0,14.0,0.0,1.0,7.0,0.0,10.9,10.1,5.2,15.3,32.0,93.0,264.0,0.5,0.36,0.86,0.5,0.86,0.39,0.18,0.57,0.36,0.55,Matches
Franco Cristaldo,ar ARG,"MF,FW",27-101,30,28,1924.0,21.4,7.0,5.0,12.0,4.0,3.0,4.0,0.0,0.0,6.4,3.3,4.4,7.7,22.0,115.0,131.0,0.33,0.23,0.56,0.19,0.42,0.3,0.21,0.5,0.16,0.36,Matches
Mathías Villasanti,py PAR,MF,26-304,27,27,2375.0,26.4,4.0,5.0,9.0,4.0,0.0,0.0,8.0,1.0,1.6,1.6,2.5,4.1,31.0,134.0,30.0,0.15,0.19,0.34,0.15,0.34,0.06,0.1,0.16,0.06,0.16,Matches
Reinaldo,br BRA,DF,34-057,26,26,2321.0,25.8,2.0,5.0,7.0,1.0,1.0,1.0,10.0,2.0,2.4,1.6,4.7,6.3,33.0,137.0,127.0,0.08,0.19,0.27,0.04,0.23,0.09,0.18,0.27,0.06,0.24,Matches
Bruno Fabiano Alves,br BRA,DF,32-222,27,25,2270.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.6,6.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Walter Kannemann,ar ARG,DF,32-255,25,25,2089.0,23.2,0.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,0.9,0.9,0.2,1.1,10.0,68.0,1.0,0.0,0.04,0.04,0.0,0.04,0.04,0.01,0.05,0.04,0.05,Matches
João Pedro,br BRA,DF,27-009,28,22,1986.0,22.1,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.7,0.7,1.2,1.9,59.0,111.0,67.0,0.14,0.05,0.18,0.14,0.18,0.03,0.06,0.09,0.03,0.09,Matches
Bitelo,br BRA,"MF,FW",23-321,19,18,1550.0,17.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.6,3.6,3.8,7.4,39.0,92.0,132.0,0.23,0.06,0.29,0.23,0.29,0.21,0.22,0.43,0.21,0.43,Matches
Felipe Carballo,uy URU,MF,27-051,19,18,1352.0,15.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,1.1,2.3,20.0,74.0,39.0,0.07,0.07,0.13,0.07,0.13,0.08,0.07,0.16,0.08,0.16,Matches
