Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Gabriel Chapecó,br BRA,GK,23-240,30,2700.0,90.0,88.2,30.0,30,90.0,30,0,,2,1.57,49.0,48.0,1.0,0.03,-1.47,39.0,44.9,-5.9,-0.2,-0.43,Matches
Luis Suárez,uy URU,FW,36-304,29,2521.0,87.0,82.4,28.0,29,87.0,16,0,,0,1.72,47.0,40.0,7.0,0.25,0.25,38.4,38.8,-0.4,-0.01,0.75,Matches
Franco Cristaldo,ar ARG,"MF,FW",27-101,30,1924.0,64.0,62.9,21.4,28,66.0,1,2,33.0,1,1.73,40.0,29.0,11.0,0.51,0.83,29.7,30.1,-0.4,-0.02,0.34,Matches
Mathías Villasanti,py PAR,MF,26-304,27,2375.0,88.0,77.6,26.4,27,88.0,24,0,,0,1.89,48.0,40.0,8.0,0.3,0.43,34.5,38.6,-4.1,-0.16,-0.04,Matches
Reinaldo,br BRA,DF,34-057,26,2321.0,89.0,75.8,25.8,26,89.0,23,0,,1,1.85,46.0,38.0,8.0,0.31,0.43,34.0,36.7,-2.7,-0.1,0.18,Matches
Bruno Fabiano Alves,br BRA,DF,32-222,27,2270.0,84.0,74.2,25.2,25,88.0,23,2,38.0,6,1.78,38.0,35.0,3.0,0.12,-0.34,30.1,36.0,-5.9,-0.23,-0.34,Matches
Walter Kannemann,ar ARG,DF,32-255,25,2089.0,84.0,68.3,23.2,25,84.0,17,0,,0,1.68,36.0,31.0,5.0,0.22,0.03,30.5,33.0,-2.5,-0.11,0.12,Matches
João Pedro,br BRA,DF,27-009,28,1986.0,71.0,64.9,22.1,22,82.0,16,6,29.0,1,1.79,33.0,29.0,4.0,0.18,-0.07,27.6,32.2,-4.6,-0.21,-0.18,Matches
Bitelo,br BRA,"MF,FW",23-321,19,1550.0,82.0,50.7,17.2,18,85.0,10,1,28.0,0,1.74,27.0,21.0,6.0,0.35,0.29,25.7,22.6,3.2,0.18,0.67,Matches
Felipe Carballo,uy URU,MF,27-051,19,1352.0,71.0,44.2,15.0,18,72.0,5,1,57.0,1,1.63,20.0,17.0,3.0,0.2,-0.01,20.7,19.4,1.3,0.09,0.42,Matches
Bruno Uvini,br BRA,DF,32-174,19,1403.0,74.0,45.8,15.6,15,87.0,13,4,26.0,11,2.0,25.0,26.0,-1.0,-0.06,-0.5,21.3,26.3,-5.0,-0.32,-0.32,Matches
João Pedro Pepê,br BRA,MF,25-322,15,1187.0,79.0,38.8,13.2,14,82.0,8,1,33.0,0,1.6,23.0,21.0,2.0,0.15,-0.09,13.2,19.7,-6.5,-0.49,-0.57,Matches
João Pedro,it ITA,FW,31-260,13,612.0,47.0,20.0,6.8,10,57.0,0,3,14.0,1,2.0,11.0,9.0,2.0,0.29,0.11,5.3,7.8,-2.5,-0.37,-0.28,Matches
