Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Gabriel Chapecó,br BRA,GK,23-240,30.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,9,2,Matches
Luis Suárez,uy URU,FW,36-304,28.0,9,4,2,2,5,4,18,22.2,14,9,2,7,3,12,5,0,Matches
Franco Cristaldo,ar ARG,"MF,FW",27-101,21.4,29,15,10,14,5,14,46,30.4,32,26,0,26,10,39,5,0,Matches
Mathías Villasanti,py PAR,MF,26-304,26.4,79,49,38,31,10,34,102,33.3,68,41,8,33,32,111,45,0,Matches
Reinaldo,br BRA,DF,34-057,25.8,39,20,16,17,6,24,36,66.7,12,17,4,13,13,52,70,0,Matches
Bruno Fabiano Alves,br BRA,DF,32-222,25.2,27,14,12,14,1,11,18,61.1,7,38,24,14,26,53,103,0,Matches
Walter Kannemann,ar ARG,DF,32-255,23.2,44,29,27,15,2,24,47,51.1,23,35,16,19,41,85,104,0,Matches
João Pedro,br BRA,DF,27-009,22.1,34,17,15,15,4,14,31,45.2,17,23,8,15,13,47,42,1,Matches
Bitelo,br BRA,"MF,FW",23-321,17.2,29,21,14,11,4,15,39,38.5,24,26,6,20,20,49,12,0,Matches
Felipe Carballo,uy URU,MF,27-051,15.0,27,14,10,15,2,14,46,30.4,32,14,2,12,15,42,22,0,Matches
Bruno Uvini,br BRA,DF,32-174,15.6,16,11,11,4,1,10,18,55.6,8,26,17,9,22,38,67,0,Matches
João Pedro Pepê,br BRA,MF,25-322,13.2,34,25,21,11,2,12,29,41.4,17,14,5,9,13,47,24,0,Matches
João Pedro,it ITA,FW,31-260,6.8,5,4,1,3,1,1,4,25.0,3,7,2,5,4,9,6,0,Matches
Fábio,br BRA,DF,33-138,7.9,21,16,13,7,1,11,31,35.5,20,8,3,5,6,27,24,0,Matches
Vinícius,br BRA,FW,32-223,7.3,3,1,1,2,0,2,10,20.0,8,5,0,5,7,10,5,0,Matches
Nathan,br BRA,"MF,FW",27-256,6.9,11,6,4,3,4,3,9,33.3,6,12,2,10,7,18,6,0,Matches
Everton,br BRA,"FW,MF",26-252,11.6,14,7,3,10,1,6,20,30.0,14,9,3,6,12,26,7,0,Matches
Rodrigo Ely,br BRA,DF,30-021,5.4,3,1,3,0,0,1,1,100.0,0,5,5,0,2,5,32,0,Matches
Pedro Geromel,br BRA,DF,38-064,5.2,6,4,4,2,0,2,6,33.3,4,5,3,2,8,14,38,0,Matches
Cuiabano,br BRA,"DF,MF",20-281,5.2,14,7,7,6,1,3,9,33.3,6,7,2,5,8,22,14,0,Matches
Lucas Besozzi,ar ARG,"FW,MF",20-306,4.4,5,2,4,1,0,3,6,50.0,3,3,0,3,5,10,1,0,Matches
Ferreira,br BRA,"FW,MF",25-328,9.9,16,11,8,8,0,6,24,25.0,18,8,0,8,5,21,8,0,Matches
Gustavo Martins Santos,br BRA,"DF,MF",21-105,5.5,16,10,11,4,1,4,7,57.1,3,11,6,5,4,20,30,0,Matches
Diogo Barbosa,br BRA,DF,31-099,4.3,4,4,1,3,0,3,9,33.3,6,5,3,2,5,9,14,0,Matches
Ronald,br BRA,MF,20-286,3.5,6,1,2,4,0,4,8,50.0,4,4,3,1,2,8,5,0,Matches
Lucas Milla,br BRA,MF,20-300,3.4,10,4,3,6,1,5,14,35.7,9,10,4,6,4,14,6,0,Matches
Thomas Luciano,br BRA,DF,21-314,3.5,9,7,7,2,0,8,15,53.3,7,5,3,2,7,16,13,0,Matches
Lucas Silva,br BRA,MF,30-281,2.5,10,6,5,5,0,4,7,57.1,3,1,0,1,1,11,3,0,Matches
Adriel,br BRA,GK,22-314,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Andre Martins,br BRA,"FW,MF",21-342,3.6,9,9,2,5,2,4,6,66.7,2,5,1,4,0,9,4,0,Matches
Zinho,br BRA,"FW,MF",20-199,2.7,2,2,1,0,1,0,8,0.0,8,1,0,1,1,3,1,0,Matches
Josué,br BRA,MF,18-213,1.3,2,0,1,1,0,0,1,0.0,1,3,1,2,6,8,5,0,Matches
Brenno,br BRA,GK,24-237,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Caíque,br BRA,GK,26-116,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
Wesley,br BRA,DF,19-324,1.0,3,2,2,1,0,2,3,66.7,1,0,0,0,1,4,0,1,Matches
Juan Iturbe,py PAR,"FW,MF",30-173,0.8,5,5,4,1,0,2,5,40.0,3,1,0,1,2,7,3,0,Matches
Nathan Fernandes,br BRA,"FW,MF",18-281,1.8,2,0,1,0,1,1,1,100.0,0,2,0,2,0,2,1,0,Matches
Luan Vieira,br BRA,"FW,MF",30-242,0.6,1,1,0,1,0,0,1,0.0,1,2,2,0,0,1,0,0,Matches
Darlan Mendes,br BRA,MF,25-222,0.5,2,1,2,0,0,0,4,0.0,4,0,0,0,0,2,1,0,Matches
Gustavinho,br BRA,"FW,MF",22-026,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Freddy Noguera,py PAR,FW,19-319,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Nata,br BRA,"FW,DF",22-172,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Lian,br BRA,MF,18-065,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
João Vitor,br BRA,MF,18-157,0.1,2,1,1,0,1,2,2,100.0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,28.7,34.0,549,331,268,224,57,254,643,39.5,389,388,135,253,306,855,736,5,
Opponent Total,,,28.3,34.0,565,365,279,238,48,287,604,47.5,317,397,108,289,380,945,665,6,
