Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Gabriel Chapecó,br BRA,GK,23-240,30.0,882,783,877,6,0,0,882,0,0,,0,,378,2179,1607,0,1,1,0,0,220,0,Matches
Luis Suárez,uy URU,FW,36-304,28.0,1269,9,30,514,735,179,1268,78,27,34.6,43,55.1,752,2591,1086,32,22,16,64,29,1034,264,Matches
Franco Cristaldo,ar ARG,"MF,FW",27-101,21.4,1367,10,110,666,600,60,1363,32,20,62.5,9,28.1,774,2970,1209,22,32,7,49,32,972,131,Matches
Mathías Villasanti,py PAR,MF,26-304,26.4,1538,70,308,945,306,24,1538,47,18,38.3,24,51.1,821,3823,1833,31,29,7,36,18,902,30,Matches
Reinaldo,br BRA,DF,34-057,25.8,1716,101,366,724,641,33,1715,37,18,48.6,16,43.2,811,4157,2057,33,31,5,30,16,921,127,Matches
Bruno Fabiano Alves,br BRA,DF,32-222,25.2,1085,150,562,501,26,13,1085,5,5,100.0,0,0.0,572,2620,1413,6,2,0,4,2,620,1,Matches
Walter Kannemann,ar ARG,DF,32-255,23.2,1197,154,582,550,69,14,1197,8,3,37.5,3,37.5,551,2821,1607,10,8,1,8,5,612,1,Matches
João Pedro,br BRA,DF,27-009,22.1,1227,61,305,603,331,26,1227,60,34,56.7,21,35.0,640,4055,2174,59,46,11,23,15,706,67,Matches
Bitelo,br BRA,"MF,FW",23-321,17.2,1049,22,138,506,420,64,1049,46,21,45.7,19,41.3,669,3131,1611,39,35,10,49,28,759,132,Matches
Felipe Carballo,uy URU,MF,27-051,15.0,829,33,165,498,180,14,829,27,14,51.9,12,44.4,473,2457,1201,20,26,0,14,12,559,39,Matches
Bruno Uvini,br BRA,DF,32-174,15.6,651,97,280,329,43,23,651,1,1,100.0,0,0.0,274,1094,523,1,3,0,4,1,312,1,Matches
João Pedro Pepê,br BRA,MF,25-322,13.2,813,46,185,488,149,10,813,32,17,53.1,10,31.3,496,2464,1295,15,11,3,20,11,575,33,Matches
João Pedro,it ITA,FW,31-260,6.8,197,9,26,84,91,29,197,16,5,31.3,11,68.8,96,525,269,8,6,5,13,7,132,36,Matches
Fábio,br BRA,DF,33-138,7.9,451,34,122,176,153,12,451,5,2,40.0,3,60.0,213,932,515,17,11,1,8,3,253,52,Matches
Vinícius,br BRA,FW,32-223,7.3,411,4,38,245,131,14,411,10,7,70.0,2,20.0,265,1057,529,11,9,2,15,5,330,39,Matches
Nathan,br BRA,"MF,FW",27-256,6.9,357,9,47,191,123,12,357,18,8,44.4,5,27.8,196,826,396,12,10,1,8,4,237,35,Matches
Everton,br BRA,"FW,MF",26-252,11.6,515,9,58,234,227,27,515,47,20,42.6,26,55.3,328,1797,712,20,16,8,33,26,363,57,Matches
Rodrigo Ely,br BRA,DF,30-021,5.4,214,46,127,86,3,3,214,0,0,,0,,83,358,178,0,0,0,2,0,108,0,Matches
Pedro Geromel,br BRA,DF,38-064,5.2,291,48,161,122,9,1,291,0,0,,0,,164,661,307,0,1,0,2,0,168,4,Matches
Cuiabano,br BRA,"DF,MF",20-281,5.2,305,12,72,128,109,9,305,11,4,36.4,5,45.5,144,796,378,12,10,2,12,9,156,30,Matches
Lucas Besozzi,ar ARG,"FW,MF",20-306,4.4,252,3,29,94,134,18,252,23,8,34.8,14,60.9,164,1281,705,30,21,10,10,7,181,47,Matches
Ferreira,br BRA,"FW,MF",25-328,9.9,551,9,77,233,259,42,551,63,28,44.4,33,52.4,373,2802,1529,43,31,15,27,15,405,102,Matches
Gustavo Martins Santos,br BRA,"DF,MF",21-105,5.5,389,38,145,207,41,13,389,5,4,80.0,1,20.0,200,1012,589,5,6,1,7,2,243,6,Matches
Diogo Barbosa,br BRA,DF,31-099,4.3,267,18,70,131,70,5,267,21,7,33.3,12,57.1,119,715,352,8,10,2,7,3,140,19,Matches
Ronald,br BRA,MF,20-286,3.5,202,8,31,147,25,8,202,0,0,,0,,99,351,146,2,1,0,4,0,125,2,Matches
Lucas Milla,br BRA,MF,20-300,3.4,191,6,48,117,30,3,191,7,7,100.0,0,0.0,90,418,195,5,6,1,7,5,103,7,Matches
Thomas Luciano,br BRA,DF,21-314,3.5,180,14,65,69,46,6,180,6,3,50.0,0,0.0,71,243,101,3,1,1,5,2,77,14,Matches
Lucas Silva,br BRA,MF,30-281,2.5,169,9,40,116,14,0,169,3,3,100.0,0,0.0,105,509,173,3,3,0,3,5,110,2,Matches
Adriel,br BRA,GK,22-314,2.0,65,54,65,0,0,0,65,0,0,,0,,23,141,109,0,0,0,0,0,10,0,Matches
Andre Martins,br BRA,"FW,MF",21-342,3.6,174,3,16,82,76,17,174,13,9,69.2,4,30.8,90,409,193,6,6,3,11,3,126,26,Matches
Zinho,br BRA,"FW,MF",20-199,2.7,98,0,16,41,47,10,98,14,8,57.1,5,35.7,64,544,304,15,7,5,13,5,69,24,Matches
Josué,br BRA,MF,18-213,1.3,77,7,24,43,10,0,77,0,0,,0,,31,188,38,1,0,0,3,1,31,2,Matches
Brenno,br BRA,GK,24-237,1.0,19,16,19,0,0,0,19,0,0,,0,,12,61,47,0,0,0,0,0,5,0,Matches
Caíque,br BRA,GK,26-116,1.0,24,21,24,0,0,0,24,0,0,,0,,13,106,60,0,0,0,0,0,8,0,Matches
Wesley,br BRA,DF,19-324,1.0,46,2,13,22,12,0,46,1,1,100.0,0,0.0,21,107,55,1,0,0,2,0,25,1,Matches
Juan Iturbe,py PAR,"FW,MF",30-173,0.8,50,2,15,23,12,4,50,7,4,57.1,3,42.9,30,219,78,0,0,1,5,1,30,9,Matches
Nathan Fernandes,br BRA,"FW,MF",18-281,1.8,67,1,8,16,44,11,67,9,5,55.6,2,22.2,48,418,209,5,4,5,8,2,50,16,Matches
Luan Vieira,br BRA,"FW,MF",30-242,0.6,57,1,3,33,21,0,57,3,3,100.0,0,0.0,32,126,55,0,1,0,3,1,43,1,Matches
Darlan Mendes,br BRA,MF,25-222,0.5,22,2,9,10,3,0,22,0,0,,0,,12,37,7,0,0,0,0,0,12,0,Matches
Gustavinho,br BRA,"FW,MF",22-026,0.4,26,0,4,14,9,1,26,1,0,0.0,1,100.0,18,68,38,0,1,0,1,1,21,2,Matches
Freddy Noguera,py PAR,FW,19-319,0.3,8,0,0,5,3,0,8,3,2,66.7,1,33.3,10,24,11,0,0,0,3,3,8,0,Matches
Nata,br BRA,"FW,DF",22-172,0.2,13,1,5,7,1,0,13,0,0,,0,,8,31,19,0,0,0,0,0,10,0,Matches
Lian,br BRA,MF,18-065,0.1,3,0,0,3,0,0,3,0,0,,0,,2,13,9,0,0,0,1,0,3,0,Matches
João Vitor,br BRA,MF,18-157,0.1,8,0,1,5,3,0,8,2,0,0.0,2,100.0,5,14,3,0,0,0,0,0,5,0,Matches
Squad Total,,,28.7,34.0,19322,1922,5286,9014,5206,705,19316,661,316,47.8,287,43.4,10340,51151,25925,475,407,124,514,279,11779,1359,
Opponent Total,,,28.3,34.0,21512,1940,5969,10110,5668,748,21508,706,390,55.2,254,36.0,12492,70675,37294,748,651,145,542,296,13952,1500,
