Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Gabriel Chapecó,br BRA,GK,23-240,30.0,5,0,0,0,8,0,0,1,0,0,0,0,24,5,0,100.0,Matches
Luis Suárez,uy URU,FW,36-304,28.0,7,0,0,27,68,25,29,3,4,1,0,0,67,23,34,40.4,Matches
Franco Cristaldo,ar ARG,"MF,FW",27-101,21.4,0,0,0,10,36,6,112,10,15,2,1,0,100,23,45,33.8,Matches
Mathías Villasanti,py PAR,MF,26-304,26.4,8,1,1,46,30,1,2,32,49,0,1,0,218,12,18,40.0,Matches
Reinaldo,br BRA,DF,34-057,25.8,10,2,1,31,27,3,132,13,20,0,1,0,135,16,18,47.1,Matches
Bruno Fabiano Alves,br BRA,DF,32-222,25.2,2,1,0,21,16,2,4,26,14,0,0,0,101,45,27,62.5,Matches
Walter Kannemann,ar ARG,DF,32-255,23.2,16,1,1,39,26,0,2,41,29,0,0,0,108,61,31,66.3,Matches
João Pedro,br BRA,DF,27-009,22.1,1,0,0,19,19,0,31,13,17,0,0,1,102,19,24,44.2,Matches
Bitelo,br BRA,"MF,FW",23-321,17.2,1,0,0,13,56,3,35,20,21,0,0,0,129,9,18,33.3,Matches
Felipe Carballo,uy URU,MF,27-051,15.0,2,0,0,18,6,0,12,15,14,0,0,0,111,17,11,60.7,Matches
Bruno Uvini,br BRA,DF,32-174,15.6,4,0,0,14,6,0,0,22,11,0,1,0,50,42,35,54.5,Matches
João Pedro Pepê,br BRA,MF,25-322,13.2,1,0,0,26,49,1,18,13,25,0,0,0,90,13,19,40.6,Matches
João Pedro,it ITA,FW,31-260,6.8,1,0,0,19,9,3,1,4,4,0,0,0,24,17,28,37.8,Matches
Fábio,br BRA,DF,33-138,7.9,4,0,0,9,4,0,31,6,16,0,0,0,30,14,16,46.7,Matches
Vinícius,br BRA,FW,32-223,7.3,2,0,0,4,11,1,4,7,1,0,0,0,45,10,8,55.6,Matches
Nathan,br BRA,"MF,FW",27-256,6.9,2,0,0,12,14,1,8,7,6,0,0,0,40,6,8,42.9,Matches
Everton,br BRA,"FW,MF",26-252,11.6,2,0,0,12,9,0,13,12,7,0,0,0,57,10,28,26.3,Matches
Rodrigo Ely,br BRA,DF,30-021,5.4,3,0,0,7,4,0,0,2,1,0,0,0,19,9,13,40.9,Matches
Pedro Geromel,br BRA,DF,38-064,5.2,2,0,0,3,2,0,3,8,4,0,0,0,35,6,10,37.5,Matches
Cuiabano,br BRA,"DF,MF",20-281,5.2,3,0,0,17,9,2,19,8,7,0,0,0,32,10,15,40.0,Matches
Lucas Besozzi,ar ARG,"FW,MF",20-306,4.4,1,0,0,4,6,0,12,5,2,0,0,0,30,3,3,50.0,Matches
Ferreira,br BRA,"FW,MF",25-328,9.9,2,0,0,6,24,2,26,5,11,0,0,0,69,5,8,38.5,Matches
Gustavo Martins Santos,br BRA,"DF,MF",21-105,5.5,3,0,0,11,4,2,2,4,10,0,0,0,23,20,6,76.9,Matches
Diogo Barbosa,br BRA,DF,31-099,4.3,1,0,0,4,5,1,5,5,4,0,0,0,27,6,8,42.9,Matches
Ronald,br BRA,MF,20-286,3.5,1,0,0,3,3,0,2,2,1,0,0,0,22,9,4,69.2,Matches
Lucas Milla,br BRA,MF,20-300,3.4,2,0,0,9,3,0,1,4,4,0,0,0,16,9,9,50.0,Matches
Thomas Luciano,br BRA,DF,21-314,3.5,0,0,0,9,6,1,4,7,7,0,0,0,17,5,2,71.4,Matches
Lucas Silva,br BRA,MF,30-281,2.5,0,0,0,3,4,0,1,1,6,0,0,0,33,3,7,30.0,Matches
Adriel,br BRA,GK,22-314,2.0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches
Andre Martins,br BRA,"FW,MF",21-342,3.6,1,0,0,6,7,0,3,0,9,0,0,0,9,18,23,43.9,Matches
Zinho,br BRA,"FW,MF",20-199,2.7,0,0,0,2,3,1,3,1,2,0,0,0,21,0,5,0.0,Matches
Josué,br BRA,MF,18-213,1.3,1,0,0,3,2,0,1,6,0,0,0,0,12,2,1,66.7,Matches
Brenno,br BRA,GK,24-237,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Caíque,br BRA,GK,26-116,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Wesley,br BRA,DF,19-324,1.0,0,0,0,2,0,0,1,1,2,0,0,0,6,0,0,,Matches
Juan Iturbe,py PAR,"FW,MF",30-173,0.8,0,0,0,5,2,2,2,2,5,0,0,0,4,4,1,80.0,Matches
Nathan Fernandes,br BRA,"FW,MF",18-281,1.8,0,0,0,6,4,1,3,0,0,0,0,0,6,0,5,0.0,Matches
Luan Vieira,br BRA,"FW,MF",30-242,0.6,0,0,0,0,1,0,4,0,1,0,0,0,4,1,2,33.3,Matches
Darlan Mendes,br BRA,MF,25-222,0.5,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
Gustavinho,br BRA,"FW,MF",22-026,0.4,0,0,0,0,4,0,3,0,0,0,0,0,5,0,2,0.0,Matches
Freddy Noguera,py PAR,FW,19-319,0.3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,7,0.0,Matches
Nata,br BRA,"FW,DF",22-172,0.2,1,0,0,2,1,0,0,0,0,0,0,0,1,2,1,66.7,Matches
Lian,br BRA,MF,18-065,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
João Vitor,br BRA,MF,18-157,0.1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,100.0,Matches
Squad Total,,,28.7,34.0,91,5,3,422,492,58,529,306,331,3,4,1,1831,457,500,47.8,
Opponent Total,,,28.3,34.0,104,7,5,527,406,44,724,380,365,2,6,2,1884,500,456,52.3,
