Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Cássio,br BRA,GK,36-171,34,3040.0,89.0,99.3,33.8,34,89.0,33,0,,0,1.29,39.0,39.0,0.0,0.0,0.0,35.3,43.0,-7.8,-0.23,1.41,Matches
Gil,br BRA,DF,36-165,29,2610.0,90.0,85.3,29.0,29,90.0,29,0,,2,1.31,32.0,31.0,1.0,0.03,0.23,30.2,35.9,-5.7,-0.2,0.3,Matches
Yuri Alberto,br BRA,FW,22-251,31,2509.0,81.0,82.0,27.9,29,85.0,17,2,28.0,1,1.29,35.0,31.0,4.0,0.14,0.8,30.8,34.1,-3.3,-0.12,0.67,Matches
Maycon,br BRA,MF,26-132,29,2167.0,75.0,70.8,24.1,24,84.0,13,5,29.0,2,1.31,30.0,27.0,3.0,0.12,0.43,27.4,29.9,-2.5,-0.1,0.46,Matches
Bruno Méndez,uy URU,DF,24-075,25,1622.0,65.0,53.0,18.0,20,76.0,12,5,21.0,5,1.32,17.0,16.0,1.0,0.06,0.12,17.2,23.1,-5.8,-0.32,-0.18,Matches
Fagner,br BRA,DF,34-166,26,1735.0,67.0,56.7,19.3,18,84.0,15,8,28.0,0,1.54,26.0,25.0,1.0,0.05,0.12,22.6,22.9,-0.3,-0.02,0.51,Matches
Fábio Santos,br BRA,DF,38-069,22,1493.0,68.0,48.8,16.6,17,81.0,11,5,23.0,7,1.41,18.0,22.0,-4.0,-0.24,-0.47,17.8,20.8,-2.9,-0.18,0.12,Matches
Matheus Bidu,br BRA,DF,24-204,21,1475.0,70.0,48.2,16.4,17,80.0,10,4,30.0,13,1.48,21.0,16.0,5.0,0.31,0.59,16.9,21.3,-4.4,-0.27,-0.06,Matches
Giuliano de Paula,br BRA,"MF,FW",33-177,27,1441.0,53.0,47.1,16.0,16,72.0,5,11,26.0,6,1.3,17.0,16.0,1.0,0.06,0.12,16.1,21.1,-5.0,-0.31,-0.14,Matches
Fausto Vera,ar ARG,MF,23-243,20,1314.0,66.0,42.9,14.6,16,75.0,5,4,29.0,6,1.25,14.0,14.0,0.0,0.0,0.0,15.3,15.1,0.2,0.01,0.44,Matches
Roger Guedes,br BRA,"FW,MF",27-053,15,1349.0,90.0,44.1,15.0,15,90.0,14,0,,0,1.2,15.0,18.0,-3.0,-0.2,-0.36,15.6,18.9,-3.3,-0.22,0.03,Matches
Murillo,br BRA,DF,21-143,13,1165.0,90.0,38.1,12.9,13,90.0,12,0,,4,1.08,12.0,14.0,-2.0,-0.15,-0.25,12.8,15.6,-2.8,-0.21,0.04,Matches
Renato Augusto,br BRA,MF,35-289,21,1051.0,50.0,34.3,11.7,13,63.0,1,8,29.0,0,1.62,16.0,11.0,5.0,0.43,0.65,12.0,11.8,0.2,0.02,0.39,Matches
Gabriel Moscardo,br BRA,MF,18-057,16,952.0,60.0,31.1,10.6,13,64.0,1,3,40.0,1,1.63,9.0,12.0,-3.0,-0.28,-0.41,9.6,12.0,-2.3,-0.22,0.03,Matches
Lucas Veríssimo,br BRA,DF,28-145,12,1035.0,86.0,33.8,11.5,12,86.0,11,0,,2,1.67,13.0,10.0,3.0,0.26,0.39,12.4,12.6,-0.2,-0.02,0.33,Matches
Caetano,br BRA,DF,24-153,14,1024.0,73.0,33.5,11.4,11,86.0,10,3,26.0,17,1.21,15.0,16.0,-1.0,-0.09,-0.13,10.9,19.6,-8.8,-0.77,-0.8,Matches
Ruan Oliveira Ferreira,br BRA,"MF,FW",23-246,18,870.0,48.0,28.4,9.7,11,67.0,2,7,19.0,5,1.5,16.0,10.0,6.0,0.62,0.87,11.6,15.5,-3.9,-0.41,-0.23,Matches
Ángel Romero,py PAR,FW,31-143,18,873.0,49.0,28.5,9.7,9,72.0,1,9,25.0,10,1.17,11.0,13.0,-2.0,-0.21,-0.29,10.5,13.1,-2.6,-0.27,-0.04,Matches
Adson,br BRA,"FW,MF",23-049,15,857.0,57.0,28.0,9.5,9,73.0,1,6,33.0,2,1.53,10.0,9.0,1.0,0.11,0.15,10.2,10.8,-0.6,-0.06,0.25,Matches
Wesley Ribeiro,br BRA,"FW,MF",18-264,20,721.0,36.0,23.6,8.0,7,57.0,0,13,25.0,7,1.2,10.0,7.0,3.0,0.37,0.49,8.1,10.6,-2.5,-0.31,-0.09,Matches
Budiga Roni,br BRA,MF,24-223,15,676.0,45.0,22.1,7.5,7,77.0,5,8,17.0,13,1.27,6.0,11.0,-5.0,-0.67,-0.85,6.3,11.1,-4.8,-0.64,-0.52,Matches
Matías Rojas,py PAR,"MF,FW",28-021,14,617.0,44.0,20.2,6.9,7,66.0,1,7,22.0,2,1.5,9.0,8.0,1.0,0.15,0.18,7.3,8.1,-0.8,-0.12,0.15,Matches
Pedrinho Santos,br BRA,"FW,MF",17-292,13,580.0,45.0,19.0,6.4,7,57.0,0,6,31.0,12,0.69,8.0,11.0,-3.0,-0.47,-0.57,8.2,6.4,1.7,0.27,0.63,Matches
Guilherme Biro,br BRA,"FW,MF",19-218,10,505.0,51.0,16.5,5.6,6,66.0,0,4,27.0,9,1.1,4.0,6.0,-2.0,-0.36,-0.43,4.9,7.5,-2.6,-0.46,-0.27,Matches
