Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Cássio,br BRA,GK,36-171,34,34,3040.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gil,br BRA,DF,36-165,29,29,2610.0,29.0,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,2.1,2.1,1.4,3.4,4.0,39.0,5.0,0.07,0.07,0.14,0.07,0.14,0.07,0.05,0.12,0.07,0.12,Matches
Yuri Alberto,br BRA,FW,22-251,31,29,2509.0,27.9,8.0,2.0,10.0,8.0,0.0,0.0,5.0,0.0,9.4,9.4,2.4,11.7,40.0,27.0,182.0,0.29,0.07,0.36,0.29,0.36,0.34,0.08,0.42,0.34,0.42,Matches
Maycon,br BRA,MF,26-132,29,24,2167.0,24.1,2.0,3.0,5.0,2.0,0.0,0.0,4.0,1.0,1.3,1.3,1.7,3.0,28.0,143.0,30.0,0.08,0.12,0.21,0.08,0.21,0.05,0.07,0.12,0.05,0.12,Matches
Bruno Méndez,uy URU,DF,24-075,25,20,1622.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.2,0.4,16.0,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Fagner,br BRA,DF,34-166,26,18,1735.0,19.3,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.2,0.2,2.0,2.1,37.0,113.0,67.0,0.0,0.05,0.05,0.0,0.05,0.01,0.1,0.11,0.01,0.11,Matches
Fábio Santos,br BRA,DF,38-069,22,17,1493.0,16.6,4.0,1.0,5.0,0.0,4.0,5.0,7.0,0.0,3.9,0.0,0.4,0.4,20.0,75.0,50.0,0.24,0.06,0.3,0.0,0.06,0.24,0.02,0.26,0.0,0.03,Matches
Matheus Bidu,br BRA,DF,24-204,21,17,1475.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.3,1.7,44.0,59.0,85.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Matches
Giuliano de Paula,br BRA,"MF,FW",33-177,27,16,1441.0,16.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,0.6,1.9,12.0,82.0,29.0,0.12,0.0,0.12,0.12,0.12,0.08,0.04,0.12,0.08,0.12,Matches
Fausto Vera,ar ARG,MF,23-243,20,16,1314.0,14.6,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.3,2.0,15.0,67.0,13.0,0.0,0.14,0.14,0.0,0.14,0.05,0.09,0.14,0.05,0.14,Matches
Roger Guedes,br BRA,"FW,MF",27-053,15,15,1349.0,15.0,7.0,1.0,8.0,5.0,2.0,2.0,3.0,0.0,6.6,5.1,0.8,5.8,38.0,50.0,100.0,0.47,0.07,0.53,0.33,0.4,0.44,0.05,0.49,0.34,0.39,Matches
Murillo,br BRA,DF,21-143,13,13,1165.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.6,0.8,10.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches
Renato Augusto,br BRA,MF,35-289,21,13,1051.0,11.7,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.6,2.4,33.0,78.0,82.0,0.09,0.26,0.34,0.09,0.34,0.07,0.14,0.21,0.07,0.21,Matches
Gabriel Moscardo,br BRA,MF,18-057,16,13,952.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.0,0.3,15.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Matches
Lucas Veríssimo,br BRA,DF,28-145,12,12,1035.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.3,1.0,4.0,24.0,3.0,0.09,0.09,0.17,0.09,0.17,0.05,0.03,0.08,0.05,0.08,Matches
Caetano,br BRA,DF,24-153,14,11,1024.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Ruan Oliveira Ferreira,br BRA,"MF,FW",23-246,18,11,870.0,9.7,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.5,0.5,1.2,1.7,22.0,30.0,44.0,0.21,0.1,0.31,0.21,0.31,0.05,0.13,0.18,0.05,0.18,Matches
Ángel Romero,py PAR,FW,31-143,18,9,873.0,9.7,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.4,2.4,2.0,4.4,29.0,30.0,92.0,0.41,0.1,0.52,0.41,0.52,0.25,0.2,0.45,0.25,0.45,Matches
Adson,br BRA,"FW,MF",23-049,15,9,857.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.4,49.0,53.0,68.0,0.0,0.11,0.11,0.0,0.11,0.04,0.11,0.15,0.04,0.15,Matches
Wesley Ribeiro,br BRA,"FW,MF",18-264,20,7,721.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.7,1.1,49.0,20.0,71.0,0.12,0.12,0.25,0.12,0.25,0.05,0.09,0.14,0.05,0.14,Matches
Budiga Roni,br BRA,MF,24-223,15,7,676.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.4,4.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
Matías Rojas,py PAR,"MF,FW",28-021,14,7,617.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.8,1.6,13.0,30.0,27.0,0.0,0.15,0.15,0.0,0.15,0.12,0.12,0.23,0.12,0.23,Matches
Pedrinho Santos,br BRA,"FW,MF",17-292,13,7,580.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,21.0,17.0,49.0,0.16,0.0,0.16,0.16,0.16,0.09,0.03,0.12,0.09,0.12,Matches
Guilherme Biro,br BRA,"FW,MF",19-218,10,6,505.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,16.0,17.0,40.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.2,0.11,0.2,Matches
Matheus Araújo,br BRA,"MF,FW",21-186,12,2,408.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,15.0,19.0,30.0,0.22,0.0,0.22,0.22,0.22,0.16,0.07,0.23,0.16,0.23,Matches
Felipe Augusto,br BRA,"FW,MF",19-279,12,2,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,Matches
Du Queiroz,br BRA,"MF,DF",23-309,3,2,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Léo Mana,br BRA,DF,19-232,3,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Chrystian Barletta,br BRA,MF,22-142,3,2,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Gustavo Mosquito,br BRA,"FW,MF",26-078,11,1,308.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,14.0,5.0,29.0,0.29,0.0,0.29,0.29,0.29,0.05,0.1,0.15,0.05,0.15,Matches
Paulinho,br BRA,"MF,FW",35-122,4,1,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.33,0.13,0.33,Matches
Víctor Cantillo,co COL,MF,30-040,4,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Fabián Balbuena,py PAR,DF,32-093,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Giovane,br BRA,FW,20-000,2,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,Matches
Carlos Miguel,br BRA,GK,25-046,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Júnior Moraes,ua UKR,DF,36-234,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Donelli,br BRA,GK,21-191,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ryan Gustavo,br BRA,MF,20-132,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
João Pedro,br BRA,DF,19-328,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Rafael Ramos,pt POR,DF,28-319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Renato Santos,br BRA,DF,19-044,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.1,34,374,3060.0,34.0,37.0,21.0,58.0,31.0,6.0,7.0,86.0,2.0,35.5,30.1,22.3,52.4,564.0,1187.0,1165.0,1.09,0.62,1.71,0.91,1.53,1.04,0.66,1.7,0.88,1.54,
Opponent Total,,,28.6,34,374,3060.0,34.0,38.0,28.0,66.0,34.0,4.0,5.0,89.0,6.0,43.6,39.7,31.8,71.5,739.0,1584.0,1576.0,1.12,0.82,1.94,1.0,1.82,1.28,0.94,2.22,1.17,2.1,
