Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Cássio,br BRA,GK,36-171,33.8,1036.0,596.0,440.0,90.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,831.0,0.0,0.0,Matches
Gil,br BRA,DF,36-165,29.0,1306.0,1255.0,48.0,45.0,0.0,3.0,1,1.0,0.0,0.0,0.0,0.0,1146.0,3.0,6.0,Matches
Yuri Alberto,br BRA,FW,22-251,27.9,538.0,488.0,48.0,1.0,1.0,2.0,13,2.0,0.0,0.0,0.0,0.0,381.0,2.0,13.0,Matches
Maycon,br BRA,MF,26-132,24.1,1287.0,1219.0,64.0,40.0,4.0,11.0,32,5.0,18.0,5.0,13.0,0.0,1065.0,4.0,21.0,Matches
Bruno Méndez,uy URU,DF,24-075,18.0,975.0,850.0,123.0,15.0,0.0,4.0,14,108.0,0.0,0.0,0.0,0.0,778.0,2.0,13.0,Matches
Fagner,br BRA,DF,34-166,19.3,1289.0,995.0,291.0,41.0,7.0,8.0,98,221.0,29.0,0.0,29.0,0.0,971.0,3.0,21.0,Matches
Fábio Santos,br BRA,DF,38-069,16.6,1001.0,838.0,162.0,34.0,1.0,2.0,25,128.0,0.0,0.0,0.0,0.0,832.0,1.0,19.0,Matches
Matheus Bidu,br BRA,DF,24-204,16.4,964.0,765.0,196.0,31.0,0.0,5.0,91,139.0,26.0,3.0,23.0,0.0,757.0,3.0,21.0,Matches
Giuliano de Paula,br BRA,"MF,FW",33-177,16.0,781.0,744.0,36.0,29.0,0.0,2.0,6,4.0,0.0,0.0,0.0,0.0,679.0,1.0,14.0,Matches
Fausto Vera,ar ARG,MF,23-243,14.6,773.0,758.0,12.0,10.0,6.0,9.0,6,2.0,0.0,0.0,0.0,0.0,651.0,3.0,11.0,Matches
Roger Guedes,br BRA,"FW,MF",27-053,15.0,494.0,454.0,38.0,21.0,2.0,8.0,21,7.0,7.0,4.0,0.0,0.0,374.0,2.0,11.0,Matches
Murillo,br BRA,DF,21-143,12.9,700.0,671.0,27.0,11.0,2.0,7.0,0,15.0,0.0,0.0,0.0,0.0,566.0,2.0,5.0,Matches
Renato Augusto,br BRA,MF,35-289,11.7,596.0,534.0,57.0,14.0,4.0,8.0,45,5.0,26.0,13.0,13.0,0.0,480.0,5.0,10.0,Matches
Gabriel Moscardo,br BRA,MF,18-057,10.6,434.0,428.0,6.0,5.0,0.0,6.0,2,0.0,0.0,0.0,0.0,0.0,362.0,0.0,7.0,Matches
Lucas Veríssimo,br BRA,DF,28-145,11.5,607.0,586.0,20.0,17.0,0.0,1.0,0,3.0,0.0,0.0,0.0,0.0,545.0,1.0,1.0,Matches
Caetano,br BRA,DF,24-153,11.4,679.0,653.0,25.0,21.0,0.0,13.0,0,4.0,0.0,0.0,0.0,0.0,608.0,1.0,0.0,Matches
Ruan Oliveira Ferreira,br BRA,"MF,FW",23-246,9.7,344.0,308.0,32.0,12.0,1.0,0.0,43,1.0,19.0,4.0,14.0,0.0,247.0,4.0,14.0,Matches
Ángel Romero,py PAR,FW,31-143,9.7,363.0,351.0,10.0,3.0,1.0,4.0,50,5.0,1.0,0.0,1.0,0.0,247.0,2.0,24.0,Matches
Adson,br BRA,"FW,MF",23-049,9.5,389.0,385.0,3.0,0.0,2.0,5.0,10,2.0,1.0,0.0,0.0,0.0,315.0,1.0,6.0,Matches
Wesley Ribeiro,br BRA,"FW,MF",18-264,8.0,211.0,195.0,14.0,3.0,0.0,5.0,23,10.0,1.0,1.0,0.0,0.0,147.0,2.0,11.0,Matches
Budiga Roni,br BRA,MF,24-223,7.5,411.0,400.0,7.0,7.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,356.0,4.0,2.0,Matches
Matías Rojas,py PAR,"MF,FW",28-021,6.9,332.0,300.0,31.0,12.0,0.0,6.0,34,0.0,19.0,11.0,8.0,0.0,242.0,1.0,6.0,Matches
Pedrinho Santos,br BRA,"FW,MF",17-292,6.4,193.0,190.0,3.0,0.0,0.0,1.0,16,2.0,1.0,0.0,1.0,0.0,137.0,0.0,13.0,Matches
Guilherme Biro,br BRA,"FW,MF",19-218,5.6,187.0,186.0,1.0,1.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,148.0,0.0,9.0,Matches
Matheus Araújo,br BRA,"MF,FW",21-186,4.5,208.0,198.0,8.0,6.0,0.0,1.0,10,1.0,0.0,0.0,0.0,0.0,167.0,2.0,4.0,Matches
Felipe Augusto,br BRA,"FW,MF",19-279,3.2,50.0,44.0,6.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,Matches
Du Queiroz,br BRA,"MF,DF",23-309,2.0,85.0,74.0,10.0,2.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,67.0,1.0,3.0,Matches
Léo Mana,br BRA,DF,19-232,1.5,101.0,92.0,9.0,1.0,0.0,0.0,2,8.0,0.0,0.0,0.0,0.0,82.0,0.0,2.0,Matches
Chrystian Barletta,br BRA,MF,22-142,1.4,,,,,,,2,,,,,,,,,Matches
Gustavo Mosquito,br BRA,"FW,MF",26-078,3.4,106.0,103.0,3.0,0.0,0.0,1.0,10,1.0,2.0,1.0,1.0,0.0,88.0,0.0,2.0,Matches
Paulinho,br BRA,"MF,FW",35-122,1.6,64.0,60.0,4.0,2.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,Matches
Víctor Cantillo,co COL,MF,30-040,1.6,84.0,79.0,5.0,4.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,71.0,0.0,2.0,Matches
Fabián Balbuena,py PAR,DF,32-093,1.0,60.0,52.0,8.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,Matches
Giovane,br BRA,FW,20-000,0.6,9.0,9.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,Matches
Carlos Miguel,br BRA,GK,25-046,0.2,10.0,2.0,8.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Matches
Júnior Moraes,ua UKR,DF,36-234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,28.1,34.0,16667.0,14862.0,1755.0,486.0,31.0,119.0,569,685.0,150.0,42.0,103.0,0.0,13482.0,50.0,274.0,
Opponent Total,,,28.6,34.0,17942.0,16264.0,1643.0,463.0,25.0,114.0,798,644.0,215.0,89.0,78.0,1.0,14736.0,35.0,367.0,
