Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Cássio,br BRA,GK,36-171,33.8,2,0,0,1,5,0,0,0,0,0.0,1.0,0,14.0,9.0,1.0,90.0,Matches
Gil,br BRA,DF,36-165,29.0,8,0,0,27,8,4,1,27,26,0.0,0.0,0,117.0,70.0,39.0,64.2,Matches
Yuri Alberto,br BRA,FW,22-251,27.9,5,0,0,62,66,15,13,3,14,1.0,0.0,0,66.0,63.0,74.0,46.0,Matches
Maycon,br BRA,MF,26-132,24.1,4,1,0,27,8,3,32,29,23,0.0,0.0,0,141.0,7.0,24.0,22.6,Matches
Bruno Méndez,uy URU,DF,24-075,18.0,5,1,0,18,4,1,14,22,21,0.0,1.0,0,72.0,32.0,23.0,58.2,Matches
Fagner,br BRA,DF,34-166,19.3,10,0,0,22,34,0,98,14,25,0.0,0.0,0,111.0,5.0,11.0,31.3,Matches
Fábio Santos,br BRA,DF,38-069,16.6,7,0,0,20,26,0,25,19,15,0.0,0.0,0,67.0,25.0,18.0,58.1,Matches
Matheus Bidu,br BRA,DF,24-204,16.4,2,0,0,23,30,0,91,28,17,0.0,2.0,0,108.0,24.0,15.0,61.5,Matches
Giuliano de Paula,br BRA,"MF,FW",33-177,16.0,2,0,0,16,16,0,6,12,14,0.0,0.0,0,85.0,12.0,24.0,33.3,Matches
Fausto Vera,ar ARG,MF,23-243,14.6,6,0,0,27,10,1,6,15,11,0.0,0.0,0,92.0,11.0,14.0,44.0,Matches
Roger Guedes,br BRA,"FW,MF",27-053,15.0,3,0,0,10,42,6,21,1,3,0.0,0.0,0,33.0,22.0,14.0,61.1,Matches
Murillo,br BRA,DF,21-143,12.9,3,0,0,13,4,0,0,16,9,0.0,0.0,1,79.0,31.0,18.0,63.3,Matches
Renato Augusto,br BRA,MF,35-289,11.7,0,0,0,10,19,2,45,8,8,1.0,0.0,0,38.0,8.0,6.0,57.1,Matches
Gabriel Moscardo,br BRA,MF,18-057,10.6,5,0,0,17,7,0,2,17,20,0.0,0.0,0,58.0,19.0,9.0,67.9,Matches
Lucas Veríssimo,br BRA,DF,28-145,11.5,4,0,0,14,2,3,0,9,9,0.0,0.0,0,47.0,43.0,19.0,69.4,Matches
