Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Cássio,br BRA,GK,36-171,33.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,8.0,1.0,Matches
Gil,br BRA,DF,36-165,29.0,38.0,26,28.0,10.0,0.0,23.0,37.0,62.2,14.0,52.0,35.0,17.0,27,65.0,122.0,0.0,Matches
Yuri Alberto,br BRA,FW,22-251,27.9,23.0,14,6.0,8.0,9.0,9.0,20.0,45.0,11.0,23.0,2.0,21.0,3,26.0,17.0,0.0,Matches
Maycon,br BRA,MF,26-132,24.1,39.0,23,19.0,14.0,6.0,20.0,55.0,36.4,35.0,37.0,5.0,32.0,29,68.0,32.0,0.0,Matches
Bruno Méndez,uy URU,DF,24-075,18.0,38.0,21,21.0,15.0,2.0,23.0,40.0,57.5,17.0,23.0,11.0,12.0,22,60.0,67.0,0.0,Matches
Fagner,br BRA,DF,34-166,19.3,40.0,25,27.0,8.0,5.0,23.0,42.0,54.8,19.0,19.0,9.0,10.0,14,54.0,58.0,0.0,Matches
Fábio Santos,br BRA,DF,38-069,16.6,23.0,15,12.0,9.0,2.0,17.0,31.0,54.8,14.0,23.0,11.0,12.0,19,42.0,49.0,0.0,Matches
Matheus Bidu,br BRA,DF,24-204,16.4,24.0,17,16.0,6.0,2.0,13.0,22.0,59.1,9.0,23.0,6.0,17.0,28,52.0,53.0,0.0,Matches
Giuliano de Paula,br BRA,"MF,FW",33-177,16.0,32.0,14,8.0,19.0,5.0,14.0,41.0,34.1,27.0,13.0,3.0,10.0,12,44.0,17.0,0.0,Matches
Fausto Vera,ar ARG,MF,23-243,14.6,25.0,11,13.0,10.0,2.0,14.0,45.0,31.1,31.0,28.0,10.0,18.0,15,40.0,29.0,0.0,Matches
Roger Guedes,br BRA,"FW,MF",27-053,15.0,6.0,3,1.0,2.0,3.0,1.0,2.0,50.0,1.0,11.0,1.0,10.0,1,7.0,11.0,0.0,Matches
Murillo,br BRA,DF,21-143,12.9,16.0,9,7.0,9.0,0.0,4.0,11.0,36.4,7.0,31.0,22.0,9.0,16,32.0,65.0,1.0,Matches
Renato Augusto,br BRA,MF,35-289,11.7,15.0,8,5.0,8.0,2.0,3.0,9.0,33.3,6.0,7.0,2.0,5.0,8,23.0,8.0,0.0,Matches
Gabriel Moscardo,br BRA,MF,18-057,10.6,34.0,20,20.0,12.0,2.0,16.0,37.0,43.2,21.0,26.0,9.0,17.0,17,51.0,20.0,0.0,Matches
Lucas Veríssimo,br BRA,DF,28-145,11.5,17.0,9,10.0,5.0,2.0,9.0,12.0,75.0,3.0,13.0,8.0,5.0,9,26.0,61.0,0.0,Matches
Caetano,br BRA,DF,24-153,11.4,11.0,7,9.0,2.0,0.0,5.0,8.0,62.5,3.0,16.0,11.0,5.0,18,29.0,55.0,1.0,Matches
Ruan Oliveira Ferreira,br BRA,"MF,FW",23-246,9.7,22.0,13,12.0,10.0,0.0,13.0,34.0,38.2,21.0,13.0,1.0,12.0,8,30.0,13.0,1.0,Matches
Ángel Romero,py PAR,FW,31-143,9.7,22.0,10,12.0,8.0,2.0,14.0,34.0,41.2,20.0,11.0,0.0,11.0,4,26.0,11.0,0.0,Matches
Adson,br BRA,"FW,MF",23-049,9.5,33.0,26,22.0,8.0,3.0,12.0,21.0,57.1,9.0,16.0,2.0,14.0,8,41.0,1.0,0.0,Matches
Wesley Ribeiro,br BRA,"FW,MF",18-264,8.0,14.0,10,8.0,4.0,2.0,8.0,19.0,42.1,11.0,7.0,0.0,7.0,5,19.0,4.0,0.0,Matches
Budiga Roni,br BRA,MF,24-223,7.5,23.0,13,12.0,11.0,0.0,10.0,26.0,38.5,16.0,15.0,6.0,9.0,6,29.0,12.0,0.0,Matches
Matías Rojas,py PAR,"MF,FW",28-021,6.9,7.0,4,1.0,5.0,1.0,3.0,10.0,30.0,7.0,7.0,1.0,6.0,1,8.0,4.0,0.0,Matches
Pedrinho Santos,br BRA,"FW,MF",17-292,6.4,9.0,4,7.0,2.0,0.0,6.0,14.0,42.9,8.0,6.0,2.0,4.0,3,12.0,3.0,0.0,Matches
Guilherme Biro,br BRA,"FW,MF",19-218,5.6,8.0,4,5.0,2.0,1.0,3.0,13.0,23.1,10.0,12.0,0.0,12.0,1,9.0,2.0,0.0,Matches
Matheus Araújo,br BRA,"MF,FW",21-186,4.5,7.0,5,3.0,3.0,1.0,2.0,13.0,15.4,11.0,8.0,2.0,6.0,7,14.0,6.0,0.0,Matches
Felipe Augusto,br BRA,"FW,MF",19-279,3.2,5.0,2,3.0,2.0,0.0,2.0,10.0,20.0,8.0,10.0,2.0,8.0,1,6.0,2.0,0.0,Matches
Du Queiroz,br BRA,"MF,DF",23-309,2.0,2.0,1,1.0,1.0,0.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,3,5.0,4.0,0.0,Matches
Léo Mana,br BRA,DF,19-232,1.5,2.0,2,1.0,0.0,1.0,1.0,2.0,50.0,1.0,4.0,1.0,3.0,2,4.0,2.0,0.0,Matches
Chrystian Barletta,br BRA,MF,22-142,1.4,,3,,,,,,,,,,,1,,,,Matches
Gustavo Mosquito,br BRA,"FW,MF",26-078,3.4,7.0,5,2.0,3.0,2.0,3.0,7.0,42.9,4.0,2.0,1.0,1.0,1,8.0,10.0,0.0,Matches
Paulinho,br BRA,"MF,FW",35-122,1.6,4.0,3,2.0,2.0,0.0,3.0,5.0,60.0,2.0,4.0,1.0,3.0,1,5.0,4.0,0.0,Matches
Víctor Cantillo,co COL,MF,30-040,1.6,5.0,4,3.0,2.0,0.0,1.0,7.0,14.3,6.0,6.0,2.0,4.0,5,10.0,6.0,0.0,Matches
Fabián Balbuena,py PAR,DF,32-093,1.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3,4.0,5.0,1.0,Matches
Giovane,br BRA,FW,20-000,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,Matches
Carlos Miguel,br BRA,GK,25-046,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Júnior Moraes,ua UKR,DF,36-234,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Squad Total,,,28.1,34.0,553.0,332,297.0,200.0,56.0,277.0,634.0,43.7,357.0,469.0,166.0,303.0,298,851.0,761.0,5.0,
Opponent Total,,,28.6,34.0,495.0,317,224.0,195.0,76.0,280.0,569.0,49.2,289.0,329.0,97.0,232.0,314,809.0,611.0,13.0,
