Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Cássio,br BRA,GK,36-171,33.8,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gil,br BRA,DF,36-165,29.0,23.0,0.79,16.0,0.0,0.0,5.0,1.0,1.0,4.0,0.14,2.0,0.0,0.0,2.0,0.0,0.0,Matches
Yuri Alberto,br BRA,FW,22-251,27.9,49.0,1.76,29.0,1.0,3.0,7.0,7.0,2.0,9.0,0.32,4.0,0.0,0.0,3.0,2.0,0.0,Matches
Maycon,br BRA,MF,26-132,24.1,41.0,1.7,35.0,3.0,0.0,2.0,0.0,1.0,5.0,0.21,4.0,1.0,0.0,0.0,0.0,0.0,Matches
Bruno Méndez,uy URU,DF,24-075,18.0,17.0,0.94,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fagner,br BRA,DF,34-166,19.3,60.0,3.11,34.0,23.0,1.0,0.0,1.0,1.0,4.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Fábio Santos,br BRA,DF,38-069,16.6,26.0,1.57,18.0,5.0,0.0,1.0,1.0,1.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Matheus Bidu,br BRA,DF,24-204,16.4,41.0,2.5,28.0,8.0,2.0,0.0,2.0,1.0,4.0,0.24,2.0,0.0,0.0,0.0,1.0,1.0,Matches
Giuliano de Paula,br BRA,"MF,FW",33-177,16.0,34.0,2.12,30.0,1.0,0.0,2.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Fausto Vera,ar ARG,MF,23-243,14.6,27.0,1.85,19.0,0.0,4.0,2.0,2.0,0.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Roger Guedes,br BRA,"FW,MF",27-053,15.0,46.0,3.07,34.0,2.0,2.0,4.0,4.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Murillo,br BRA,DF,21-143,12.9,14.0,1.08,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Renato Augusto,br BRA,MF,35-289,11.7,68.0,5.82,42.0,13.0,1.0,6.0,4.0,2.0,6.0,0.51,4.0,1.0,0.0,0.0,1.0,0.0,Matches
Gabriel Moscardo,br BRA,MF,18-057,10.6,11.0,1.04,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Lucas Veríssimo,br BRA,DF,28-145,11.5,9.0,0.78,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Caetano,br BRA,DF,24-153,11.4,6.0,0.53,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
