Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Rafael Cabral,br BRA,GK,33-188,33.0,4,0.12,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Marlon,br BRA,DF,26-188,31.7,83,2.62,64,16,1,0,0,2,4,0.13,4,0,0,0,0,0,Matches
Luciano Castán,br BRA,DF,34-072,31.7,23,0.73,20,0,0,3,0,0,1,0.03,1,0,0,0,0,0,Matches
William,br BRA,DF,28-235,26.4,64,2.42,48,7,2,4,2,1,4,0.15,3,0,0,0,0,1,Matches
Bruno Nascimento,br BRA,"FW,MF",26-262,27.6,102,3.7,64,9,13,5,11,0,7,0.25,3,0,3,0,1,0,Matches
Mateus Vital,br BRA,MF,25-285,20.0,70,3.5,57,2,2,3,6,0,5,0.25,4,0,0,1,0,0,Matches
Neris,br BRA,DF,31-160,20.6,11,0.53,9,0,0,2,0,0,2,0.1,1,0,0,1,0,0,Matches
Jussa,br BRA,MF,27-247,19.6,22,1.12,20,0,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Wesley,br BRA,"FW,MF",24-239,19.0,61,3.2,37,0,11,5,8,0,5,0.26,3,0,2,0,0,0,Matches
Machado,br BRA,MF,27-308,23.8,63,2.65,41,16,0,3,1,2,4,0.17,3,1,0,0,0,0,Matches
Lucas Silva,br BRA,MF,30-281,13.8,77,5.58,50,23,2,1,1,0,4,0.29,2,1,1,0,0,0,Matches
Lucas Oliveira,br BRA,DF,27-295,14.6,13,0.89,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Arthur,br BRA,"FW,MF",25-144,12.8,26,2.03,16,1,5,0,4,0,1,0.08,1,0,0,0,0,0,Matches
Gilberto,br BRA,FW,34-172,12.1,22,1.81,18,0,1,2,0,1,3,0.25,3,0,0,0,0,0,Matches
Matheus Pereira,pt POR,"FW,MF",27-203,7.6,21,2.76,15,3,0,2,1,0,2,0.26,2,0,0,0,0,0,Matches
Nikão,br BRA,"FW,MF",31-118,8.3,44,5.31,32,7,3,0,2,0,4,0.48,3,1,0,0,0,0,Matches
Rafael Elias,br BRA,FW,24-226,5.6,14,2.5,8,0,1,4,1,0,0,0.0,0,0,0,0,0,0,Matches
Neto Moura,br BRA,MF,27-110,5.5,15,2.71,12,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Ramiro Benetti,br BRA,MF,30-186,4.5,8,1.77,7,0,0,1,0,0,1,0.22,1,0,0,0,0,0,Matches
Helibelton Palacios,co COL,DF,30-166,6.0,6,1.0,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Richard,br BRA,MF,29-279,3.8,6,1.57,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Ian Luccas,br BRA,MF,20-286,3.3,7,2.12,5,0,0,0,1,1,1,0.3,1,0,0,0,0,0,Matches
Kaiki,br BRA,"DF,FW",20-261,2.4,5,2.11,3,0,1,0,1,0,2,0.85,0,0,1,0,1,0,Matches
Wallisson Luiz,br BRA,MF,26-062,4.4,13,2.98,9,0,4,0,0,0,1,0.23,1,0,0,0,0,0,Matches
Henrique Dourado,br BRA,FW,34-070,3.8,7,1.83,3,0,1,2,0,1,0,0.0,0,0,0,0,0,0,Matches
Stênio Toledo,br BRA,"FW,MF",20-233,3.2,13,4.01,11,0,1,0,1,0,1,0.31,1,0,0,0,0,0,Matches
Igor Marques,br BRA,DF,24-320,1.3,6,4.54,6,0,0,0,0,0,1,0.76,1,0,0,0,0,0,Matches
Robert,br BRA,"MF,FW",18-225,1.2,2,1.67,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Anderson,br BRA,GK,25-264,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Bilu,br BRA,FW,24-217,1.0,7,7.33,3,0,3,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Reynaldo Cesar Moraes,br BRA,DF,26-325,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Paulo Vitor,br BRA,"MF,DF",24-153,1.4,4,2.88,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
João Wellington,br BRA,"MF,DF",19-326,0.9,1,1.11,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
João Marcelo,br BRA,DF,23-164,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Daniel,br BRA,MF,21-199,0.3,6,22.5,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Fernando Henrique,br BRA,MF,22-176,0.2,2,7.83,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Luis,br BRA,FW,18-226,0.1,1,18.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.8,34.0,829,24.38,594,85,56,42,43,9,54,1.59,39,3,7,2,2,1,
Opponent Total,,,28.3,34.0,662,19.47,467,65,44,36,38,12,54,1.59,34,4,4,4,7,1,
