Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Rafael Cabral,br BRA,GK,33-188,33,2970.0,90.0,97.1,33.0,33,90.0,33,0,,0,1.21,32.0,30.0,2.0,0.06,0.06,40.0,37.9,2.1,0.06,-0.77,Matches
Marlon,br BRA,DF,26-188,32,2853.0,89.0,93.2,31.7,32,89.0,28,0,,0,1.09,30.0,29.0,1.0,0.03,-0.4,38.8,34.7,4.1,0.13,0.65,Matches
Luciano Castán,br BRA,DF,34-072,32,2850.0,89.0,93.1,31.7,32,89.0,29,0,,0,1.19,30.0,29.0,1.0,0.03,-0.4,38.1,35.7,2.5,0.08,-0.11,Matches
William,br BRA,DF,28-235,30,2377.0,79.0,77.7,26.4,28,83.0,21,2,28.0,1,1.3,26.0,19.0,7.0,0.27,0.92,32.8,26.7,6.1,0.23,0.66,Matches
Bruno Nascimento,br BRA,"FW,MF",26-262,31,2481.0,80.0,81.1,27.6,26,89.0,22,5,32.0,0,1.23,27.0,23.0,4.0,0.15,0.46,35.6,30.9,4.8,0.17,0.46,Matches
Mateus Vital,br BRA,MF,25-285,30,1798.0,60.0,58.8,20.0,22,74.0,6,8,22.0,0,1.13,17.0,17.0,0.0,0.0,-0.14,23.6,19.9,3.7,0.18,0.24,Matches
Neris,br BRA,DF,31-160,23,1856.0,81.0,60.7,20.6,21,86.0,18,2,27.0,9,1.17,18.0,17.0,1.0,0.05,-0.03,21.3,21.3,0.0,0.0,-0.22,Matches
Jussa,br BRA,MF,27-247,24,1766.0,74.0,57.7,19.6,21,82.0,13,3,14.0,3,1.28,18.0,16.0,2.0,0.1,0.1,20.6,19.4,1.2,0.06,-0.06,Matches
Wesley,br BRA,"FW,MF",24-239,28,1713.0,61.0,56.0,19.0,21,72.0,4,7,28.0,3,1.0,17.0,21.0,-4.0,-0.21,-0.61,19.8,24.0,-4.2,-0.22,-0.69,Matches
Machado,br BRA,MF,27-308,33,2138.0,65.0,69.9,23.8,20,85.0,10,13,34.0,0,1.24,25.0,21.0,4.0,0.17,0.36,29.4,28.1,1.3,0.06,-0.09,Matches
Lucas Silva,br BRA,MF,30-281,16,1242.0,78.0,40.6,13.8,16,78.0,8,0,,2,0.94,11.0,14.0,-3.0,-0.22,-0.46,14.2,13.6,0.7,0.05,-0.06,Matches
Lucas Oliveira,br BRA,DF,27-295,16,1310.0,82.0,42.8,14.6,15,85.0,11,1,33.0,9,1.25,13.0,12.0,1.0,0.07,0.02,18.9,17.5,1.4,0.1,0.02,Matches
Arthur,br BRA,"FW,MF",25-144,17,1150.0,68.0,37.6,12.8,14,74.0,2,3,38.0,1,1.12,10.0,10.0,0.0,0.0,-0.09,12.7,10.6,2.1,0.16,0.13,Matches
Gilberto,br BRA,FW,34-172,20,1093.0,55.0,35.7,12.1,14,68.0,3,6,24.0,3,1.3,15.0,11.0,4.0,0.33,0.42,15.3,13.1,2.2,0.18,0.15,Matches
Matheus Pereira,pt POR,"FW,MF",27-203,11,684.0,62.0,22.4,7.6,8,78.0,1,3,21.0,0,1.18,6.0,6.0,0.0,0.0,-0.08,6.9,5.5,1.4,0.18,0.12,Matches
Nikão,br BRA,"FW,MF",31-118,19,748.0,39.0,24.4,8.3,7,72.0,1,12,20.0,7,1.26,9.0,7.0,2.0,0.24,0.24,9.8,8.5,1.2,0.15,0.08,Matches
Rafael Elias,br BRA,FW,24-226,10,504.0,50.0,16.5,5.6,6,71.0,1,4,20.0,2,1.0,2.0,4.0,-2.0,-0.36,-0.5,5.4,4.9,0.5,0.09,0.01,Matches
Neto Moura,br BRA,MF,27-110,13,499.0,38.0,16.3,5.5,6,67.0,0,7,14.0,2,1.5,6.0,8.0,-2.0,-0.36,-0.5,8.5,9.6,-1.1,-0.21,-0.35,Matches
