Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Rafael Cabral,br BRA,GK,33-188,33.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,6,0,Matches
Marlon,br BRA,DF,26-188,31.7,103,64,63,33,7,67,111,60.4,44,44,3,41,45,148,86,0,Matches
Luciano Castán,br BRA,DF,34-072,31.7,26,16,20,5,1,16,23,69.6,7,24,18,6,28,54,130,1,Matches
William,br BRA,DF,28-235,26.4,57,34,35,15,7,25,72,34.7,47,46,4,42,47,104,52,1,Matches
Bruno Nascimento,br BRA,"FW,MF",26-262,27.6,34,22,12,13,9,10,26,38.5,16,25,0,25,8,42,21,0,Matches
Mateus Vital,br BRA,MF,25-285,20.0,23,13,7,14,2,9,21,42.9,12,13,1,12,6,29,4,0,Matches
Neris,br BRA,DF,31-160,20.6,25,13,15,9,1,16,25,64.0,9,13,8,5,29,54,88,1,Matches
Jussa,br BRA,MF,27-247,19.6,34,23,9,23,2,18,28,64.3,10,15,4,11,15,49,33,0,Matches
Wesley,br BRA,"FW,MF",24-239,19.0,35,22,12,20,3,16,46,34.8,30,15,0,15,12,47,7,0,Matches
Machado,br BRA,MF,27-308,23.8,34,20,12,14,8,10,26,38.5,16,18,5,13,30,64,25,1,Matches
Lucas Silva,br BRA,MF,30-281,13.8,20,13,8,8,4,11,15,73.3,4,9,0,9,6,26,5,0,Matches
Lucas Oliveira,br BRA,DF,27-295,14.6,16,10,12,4,0,7,17,41.2,10,30,19,11,21,37,66,0,Matches
Arthur,br BRA,"FW,MF",25-144,12.8,9,7,5,4,0,3,8,37.5,5,16,0,16,5,14,3,0,Matches
Gilberto,br BRA,FW,34-172,12.1,11,8,3,5,3,3,9,33.3,6,7,3,4,1,12,6,0,Matches
Matheus Pereira,pt POR,"FW,MF",27-203,7.6,6,4,0,4,2,4,12,33.3,8,5,0,5,3,9,2,0,Matches
Nikão,br BRA,"FW,MF",31-118,8.3,14,9,6,8,0,8,13,61.5,5,8,1,7,6,20,4,0,Matches
Rafael Elias,br BRA,FW,24-226,5.6,8,5,0,3,5,2,5,40.0,3,2,0,2,1,9,3,0,Matches
Neto Moura,br BRA,MF,27-110,5.5,9,3,3,5,1,4,23,17.4,19,4,0,4,7,16,3,0,Matches
Ramiro Benetti,br BRA,MF,30-186,4.5,7,6,1,5,1,1,7,14.3,6,4,1,3,1,8,1,0,Matches
Helibelton Palacios,co COL,DF,30-166,6.0,13,11,4,8,1,6,14,42.9,8,11,0,11,2,15,15,0,Matches
Richard,br BRA,MF,29-279,3.8,9,6,4,5,0,3,4,75.0,1,6,0,6,7,16,5,0,Matches
Ian Luccas,br BRA,MF,20-286,3.3,12,7,6,4,2,4,10,40.0,6,2,0,2,5,17,7,0,Matches
Kaiki,br BRA,"DF,FW",20-261,2.4,7,6,3,3,1,2,3,66.7,1,2,1,1,4,11,4,0,Matches
Wallisson Luiz,br BRA,MF,26-062,4.4,15,11,5,8,2,4,12,33.3,8,3,0,3,7,22,3,0,Matches
Henrique Dourado,br BRA,FW,34-070,3.8,3,2,0,1,2,0,3,0.0,3,1,1,0,0,3,1,0,Matches
Stênio Toledo,br BRA,"FW,MF",20-233,3.2,7,7,3,4,0,2,3,66.7,1,2,0,2,3,10,1,0,Matches
Igor Marques,br BRA,DF,24-320,1.3,5,2,2,3,0,2,5,40.0,3,3,1,2,1,6,4,0,Matches
Robert,br BRA,"MF,FW",18-225,1.2,2,1,2,0,0,2,5,40.0,3,2,0,2,1,3,2,0,Matches
Anderson,br BRA,GK,25-264,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rafael Bilu,br BRA,FW,24-217,1.0,2,0,0,1,1,0,0,,0,3,0,3,1,3,0,0,Matches
Reynaldo Cesar Moraes,br BRA,DF,26-325,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Paulo Vitor,br BRA,"MF,DF",24-153,1.4,2,2,0,2,0,0,2,0.0,2,2,1,1,0,2,1,0,Matches
João Wellington,br BRA,"MF,DF",19-326,0.9,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,3,0,Matches
João Marcelo,br BRA,DF,23-164,0.6,2,2,1,1,0,0,0,,0,0,0,0,0,2,5,0,Matches
Daniel,br BRA,MF,21-199,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Fernando Henrique,br BRA,MF,22-176,0.2,2,1,0,2,0,0,0,,0,2,1,1,0,2,1,0,Matches
Luis,br BRA,FW,18-226,0.1,2,1,0,2,0,1,1,100.0,0,1,0,1,1,3,1,0,Matches
Squad Total,,,28.8,34.0,555,351,254,236,65,257,552,46.6,295,340,72,268,303,858,601,4,
Opponent Total,,,28.3,34.0,548,331,249,223,76,285,629,45.3,344,410,117,293,293,841,704,4,
