Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rafael Cabral,br BRA,GK,33-188,33.0,849,1078,78.8,23762,16094,118,118,100.0,437,439,99.5,291,516,56.4,0,0.0,0.0,0.0,1,11,0,0,0,Matches
Marlon,br BRA,DF,26-188,31.7,1531,2000,76.6,28480,10493,641,743,86.3,698,837,83.4,175,326,53.7,2,3.2,4.0,-1.2,50,135,30,25,154,Matches
Luciano Castán,br BRA,DF,34-072,31.7,1456,1702,85.5,29000,10938,478,523,91.4,794,862,92.1,178,288,61.8,0,0.3,0.4,-0.3,8,109,3,0,101,Matches
William,br BRA,DF,28-235,26.4,1057,1445,73.1,18807,6954,512,599,85.5,412,534,77.2,123,241,51.0,2,4.2,4.0,-2.2,26,106,38,17,136,Matches
Bruno Nascimento,br BRA,"FW,MF",26-262,27.6,629,883,71.2,9488,2634,362,426,85.0,198,270,73.3,46,89,51.7,3,4.0,4.2,-1.0,39,50,45,6,115,Matches
Mateus Vital,br BRA,MF,25-285,20.0,739,879,84.1,12087,2916,393,437,89.9,266,303,87.8,64,85,75.3,2,2.2,3.0,-0.2,30,86,26,6,118,Matches
Neris,br BRA,DF,31-160,20.6,718,868,82.7,14505,5937,229,260,88.1,391,440,88.9,92,142,64.8,1,0.6,0.2,0.4,2,56,4,1,68,Matches
Jussa,br BRA,MF,27-247,19.6,666,801,83.1,11883,3712,261,301,86.7,330,361,91.4,61,98,62.2,0,0.4,0.3,-0.4,12,79,4,1,83,Matches
Wesley,br BRA,"FW,MF",24-239,19.0,376,560,67.1,5751,1472,220,270,81.5,121,194,62.4,25,47,53.2,1,1.5,1.3,-0.5,16,32,16,4,61,Matches
Machado,br BRA,MF,27-308,23.8,1005,1212,82.9,20976,5571,313,359,87.2,512,563,90.9,170,256,66.4,3,1.8,1.1,1.2,31,120,7,0,136,Matches
Lucas Silva,br BRA,MF,30-281,13.8,638,789,80.9,12570,3691,232,258,89.9,290,329,88.1,103,158,65.2,2,1.7,2.1,0.3,42,91,16,2,118,Matches
Lucas Oliveira,br BRA,DF,27-295,14.6,645,782,82.5,13730,5421,152,176,86.4,409,440,93.0,82,150,54.7,0,0.2,0.4,-0.2,4,66,4,1,67,Matches
Arthur,br BRA,"FW,MF",25-144,12.8,273,374,73.0,4262,895,160,201,79.6,85,110,77.3,22,34,64.7,1,1.2,1.9,-0.2,8,11,11,1,30,Matches
Gilberto,br BRA,FW,34-172,12.1,200,266,75.2,2591,461,117,144,81.3,52,69,75.4,9,12,75.0,1,0.9,0.5,0.1,8,11,2,1,12,Matches
Matheus Pereira,pt POR,"FW,MF",27-203,7.6,291,398,73.1,4231,1098,174,197,88.3,80,107,74.8,19,57,33.3,0,0.9,0.8,-0.9,9,34,7,0,30,Matches
Nikão,br BRA,"FW,MF",31-118,8.3,262,354,74.0,4460,1193,136,159,85.5,95,111,85.6,29,61,47.5,2,2.4,2.1,-0.4,25,20,19,3,42,Matches
Rafael Elias,br BRA,FW,24-226,5.6,65,99,65.7,931,194,39,50,78.0,19,33,57.6,4,8,50.0,0,0.5,0.9,-0.5,5,5,4,0,10,Matches
Neto Moura,br BRA,MF,27-110,5.5,221,261,84.7,4309,1330,86,103,83.5,98,107,91.6,36,39,92.3,0,0.5,0.6,-0.5,5,32,6,2,32,Matches
