Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Rafael Cabral,br BRA,GK,33-188,33.0,1139,936,1131,8,0,0,1139,0,0,,0,,592,3317,2058,0,0,0,1,0,496,0,Matches
Marlon,br BRA,DF,26-188,31.7,2375,77,709,1047,638,23,2375,34,22,64.7,9,26.5,1117,5642,3102,50,46,3,32,19,1310,159,Matches
Luciano Castán,br BRA,DF,34-072,31.7,1971,288,969,946,62,36,1971,7,6,85.7,0,0.0,1135,6047,3702,21,8,1,11,5,1304,6,Matches
William,br BRA,DF,28-235,26.4,1778,68,451,821,517,30,1778,64,26,40.6,32,50.0,882,4848,2767,62,40,4,42,10,969,127,Matches
Bruno Nascimento,br BRA,"FW,MF",26-262,27.6,1239,19,115,456,696,84,1237,111,52,46.8,46,41.4,765,5049,2726,94,74,22,77,41,914,241,Matches
Mateus Vital,br BRA,MF,25-285,20.0,1092,15,133,540,440,45,1092,71,36,50.7,30,42.3,686,4462,2042,53,45,9,46,36,800,120,Matches
Neris,br BRA,DF,31-160,20.6,1070,142,480,562,36,18,1070,15,9,60.0,5,33.3,629,3917,2682,18,8,0,11,5,659,3,Matches
Jussa,br BRA,MF,27-247,19.6,977,47,270,591,121,14,977,17,13,76.5,3,17.6,530,2327,1103,10,9,0,21,8,611,13,Matches
Wesley,br BRA,"FW,MF",24-239,19.0,825,12,82,353,407,70,825,82,39,47.6,31,37.8,513,3578,1954,64,38,21,52,21,601,177,Matches
Machado,br BRA,MF,27-308,23.8,1388,55,283,846,269,15,1388,20,11,55.0,9,45.0,741,3009,1272,13,18,2,18,7,910,25,Matches
Lucas Silva,br BRA,MF,30-281,13.8,912,17,126,540,263,8,912,41,28,68.3,11,26.8,552,3069,1457,25,28,3,20,17,628,32,Matches
Lucas Oliveira,br BRA,DF,27-295,14.6,924,130,471,434,26,7,924,6,5,83.3,1,16.7,555,3234,2087,11,7,0,8,2,601,4,Matches
Arthur,br BRA,"FW,MF",25-144,12.8,527,7,77,193,268,38,527,64,24,37.5,36,56.3,356,3036,1413,58,43,17,30,17,401,91,Matches
Gilberto,br BRA,FW,34-172,12.1,364,10,26,160,179,52,364,7,3,42.9,3,42.9,173,597,214,10,7,4,24,8,260,55,Matches
Matheus Pereira,pt POR,"FW,MF",27-203,7.6,454,1,38,250,173,14,454,15,5,33.3,9,60.0,284,1150,396,5,7,2,14,6,339,45,Matches
