Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Wéverton,br BRA,GK,35-346,31.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,9,1,Matches
Gustavo Gómez,py PAR,DF,30-202,28.0,57,27,32,22,3,32,56,57.1,24,22,11,11,25,82,98,1,Matches
Zé Rafael,br BRA,MF,30-161,24.8,73,47,32,37,4,36,102,35.3,66,27,5,22,21,94,22,0,Matches
Joaquín Piquerez,uy URU,DF,25-092,25.4,44,32,20,18,6,27,58,46.6,31,32,6,26,27,71,47,0,Matches
Raphael Veiga,br BRA,MF,28-158,23.3,20,8,7,9,4,6,19,31.6,13,10,0,10,6,26,15,0,Matches
Mayke,br BRA,"DF,FW",31-014,25.0,49,30,21,22,6,28,41,68.3,13,25,6,19,41,90,36,0,Matches
Artur,br BRA,FW,25-282,19.5,17,9,9,5,3,9,33,27.3,24,20,0,20,6,23,13,0,Matches
Luan Garcia,br BRA,DF,30-198,20.2,12,6,6,5,1,6,12,50.0,6,22,19,3,26,38,67,0,Matches
Gabriel Menino,br BRA,MF,23-056,17.7,37,24,18,15,4,18,43,41.9,25,28,4,24,15,52,14,0,Matches
Murilo Cerqueira,br BRA,DF,26-242,20.1,25,18,11,13,1,13,22,59.1,9,22,15,7,23,48,63,0,Matches
Rony,br BRA,FW,28-197,17.7,9,8,3,5,1,2,9,22.2,7,8,1,7,2,11,11,0,Matches
Richard Ríos,co COL,MF,23-175,17.2,38,28,18,17,3,17,52,32.7,35,28,2,26,14,52,22,1,Matches
Endrick,br BRA,FW,17-126,14.0,12,6,3,7,2,1,9,11.1,8,6,1,5,1,13,5,0,Matches
Dudu,br BRA,FW,31-321,12.0,5,4,2,2,1,3,10,30.0,7,7,0,7,6,11,1,0,Matches
Marcos Rocha,br BRA,DF,34-348,10.4,34,20,18,12,4,14,26,53.8,12,7,2,5,6,40,19,0,Matches
Breno,br BRA,FW,27-304,12.2,10,6,1,8,1,5,11,45.5,6,7,0,7,4,14,3,0,Matches
Jhonatan Jowjow,br BRA,"MF,FW",21-076,9.5,19,15,8,6,5,5,17,29.4,12,18,3,15,8,27,10,0,Matches
Vanderlan,br BRA,DF,21-078,8.4,25,15,20,3,2,13,15,86.7,2,6,1,5,10,35,20,0,Matches
José López,ar ARG,"FW,MF",22-353,6.0,9,4,1,4,4,1,9,11.1,8,5,1,4,3,12,12,0,Matches
Luis Guilherme,br BRA,"FW,MF",17-288,6.4,3,1,0,0,3,1,10,10.0,9,4,0,4,6,9,2,0,Matches
Kaiky Naves,br BRA,DF,21-200,4.8,10,7,4,6,0,7,11,63.6,4,9,5,4,4,14,16,0,Matches
Fabinho,br BRA,MF,21-229,6.0,24,19,6,13,5,10,17,58.8,7,11,4,7,6,30,8,0,Matches
García,br BRA,DF,21-324,3.3,4,1,3,1,0,1,2,50.0,1,3,0,3,3,7,7,0,Matches
Marcelo Lomba,br BRA,GK,36-341,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
Kevin,br BRA,"FW,DF",20-324,2.6,6,4,4,1,1,4,5,80.0,1,2,0,2,3,9,2,0,Matches
Jailson Siqueira,br BRA,"MF,DF",28-078,1.7,4,3,1,2,1,2,5,40.0,3,1,0,1,2,6,3,0,Matches
Rafael Navarro,br BRA,FW,23-224,1.4,0,0,0,0,0,0,0,,0,4,0,4,1,1,1,0,Matches
Bruno Tabata,br BRA,"MF,FW",26-239,1.4,1,1,0,1,0,0,3,0.0,3,0,0,0,0,1,2,0,Matches
Ian Custódio,br BRA,DF,20-223,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Giovani,br BRA,FW,19-327,0.2,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
Kauan Santos,br BRA,FW,19-160,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.7,34.0,548,343,249,234,65,261,598,43.6,337,335,86,249,270,818,528,4,
Opponent Total,,,28.2,34.0,508,313,234,215,59,248,611,40.6,363,392,132,260,267,775,841,13,
