Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Wéverton,br BRA,GK,35-346,31.0,1110,882,1096,14,0,0,1110,0,0,,0,,633,3311,2063,0,0,0,0,0,535,0,Matches
Gustavo Gómez,py PAR,DF,30-202,28.0,1830,168,810,921,110,54,1830,6,5,83.3,1,16.7,1046,4723,2690,13,11,1,12,2,1215,19,Matches
Zé Rafael,br BRA,MF,30-161,24.8,1366,43,254,915,219,22,1366,63,26,41.3,28,44.4,774,4558,2463,36,28,4,30,22,868,33,Matches
Joaquín Piquerez,uy URU,DF,25-092,25.4,1690,72,419,808,488,34,1689,40,17,42.5,20,50.0,912,4600,2474,49,34,6,35,16,998,149,Matches
Raphael Veiga,br BRA,MF,28-158,23.3,1283,16,93,602,606,49,1281,53,24,45.3,22,41.5,730,4392,2234,67,63,5,35,17,869,112,Matches
Mayke,br BRA,"DF,FW",31-014,25.0,1755,56,452,820,493,39,1755,27,15,55.6,12,44.4,1043,4981,2563,47,42,8,29,14,1131,157,Matches
Artur,br BRA,FW,25-282,19.5,972,11,97,381,509,85,972,52,30,57.7,20,38.5,628,3919,2145,75,54,22,48,17,746,206,Matches
Luan Garcia,br BRA,DF,30-198,20.2,1208,134,530,645,35,22,1208,8,7,87.5,1,12.5,748,3489,1952,12,6,0,9,2,818,0,Matches
Gabriel Menino,br BRA,MF,23-056,17.7,1334,20,222,795,324,15,1334,28,13,46.4,10,35.7,791,4356,2344,44,35,3,24,18,950,54,Matches
Murilo Cerqueira,br BRA,DF,26-242,20.1,1247,135,619,607,29,12,1247,8,6,75.0,1,12.5,732,3618,2060,12,5,1,3,2,866,1,Matches
Rony,br BRA,FW,28-197,17.7,395,14,31,114,251,85,395,18,6,33.3,10,55.6,218,1045,345,15,4,8,34,9,296,96,Matches
Richard Ríos,co COL,MF,23-175,17.2,884,22,149,491,266,24,884,57,42,73.7,10,17.5,507,2912,1388,39,25,9,42,29,551,62,Matches
Endrick,br BRA,FW,17-126,14.0,471,6,20,220,243,60,470,62,29,46.8,28,45.2,320,2470,1308,51,32,22,46,21,366,82,Matches
Dudu,br BRA,FW,31-321,12.0,556,2,42,210,315,56,556,68,41,60.3,19,27.9,390,3494,2066,78,51,28,24,11,429,127,Matches
Marcos Rocha,br BRA,DF,34-348,10.4,903,45,284,477,154,6,903,14,10,71.4,4,28.6,471,2274,1444,16,9,3,5,3,560,25,Matches
Breno,br BRA,FW,27-304,12.2,420,1,35,170,222,58,420,22,8,36.4,8,36.4,278,1937,982,31,23,12,14,10,312,90,Matches
Jhonatan Jowjow,br BRA,"MF,FW",21-076,9.5,407,11,58,196,160,18,407,32,18,56.3,11,34.4,209,1201,488,15,6,4,17,24,251,36,Matches
Vanderlan,br BRA,DF,21-078,8.4,402,21,126,157,125,16,402,20,10,50.0,8,40.0,179,938,409,17,8,5,8,6,209,54,Matches
José López,ar ARG,"FW,MF",22-353,6.0,217,12,30,92,98,32,217,18,11,61.1,6,33.3,117,664,235,12,9,2,10,10,151,34,Matches
Luis Guilherme,br BRA,"FW,MF",17-288,6.4,335,4,30,156,155,18,335,43,22,51.2,11,25.6,233,2020,1094,35,32,8,18,13,244,54,Matches
Kaiky Naves,br BRA,DF,21-200,4.8,257,34,145,112,3,1,257,1,1,100.0,0,0.0,141,599,304,2,2,0,1,1,157,0,Matches
Fabinho,br BRA,MF,21-229,6.0,359,13,66,232,62,2,359,8,3,37.5,3,37.5,207,962,522,8,4,0,11,1,235,6,Matches
García,br BRA,DF,21-324,3.3,210,7,74,93,43,2,210,2,2,100.0,0,0.0,114,528,313,5,2,1,3,2,123,11,Matches
Marcelo Lomba,br BRA,GK,36-341,3.0,110,99,109,1,0,0,110,0,0,,0,,55,290,203,0,0,0,0,0,47,0,Matches
Kevin,br BRA,"FW,DF",20-324,2.6,124,1,17,48,62,12,124,22,10,45.5,9,40.9,84,731,405,14,13,4,7,6,84,22,Matches
Jailson Siqueira,br BRA,"MF,DF",28-078,1.7,72,2,16,39,19,4,72,1,0,0.0,1,100.0,35,124,51,0,0,0,1,1,42,3,Matches
Rafael Navarro,br BRA,FW,23-224,1.4,57,1,3,24,33,6,57,4,3,75.0,1,25.0,33,218,77,2,3,1,8,3,39,8,Matches
Bruno Tabata,br BRA,"MF,FW",26-239,1.4,89,0,7,44,39,4,89,9,4,44.4,4,44.4,53,366,182,6,7,0,3,1,66,19,Matches
Ian Custódio,br BRA,DF,20-223,0.2,9,1,3,4,2,0,9,0,0,,0,,5,24,21,1,0,0,1,0,4,0,Matches
Giovani,br BRA,FW,19-327,0.2,17,0,4,3,10,4,17,2,0,0.0,1,50.0,11,189,105,6,4,1,1,0,10,5,Matches
Kauan Santos,br BRA,FW,19-160,0.0,2,0,0,1,1,1,2,0,0,,0,,1,17,17,1,0,1,0,0,1,0,Matches
Squad Total,,,27.7,34.0,20091,1833,5841,9392,5076,741,20087,688,363,52.8,249,36.2,11698,64950,34947,709,512,159,479,261,13173,1465,
Opponent Total,,,28.2,34.0,18441,2231,6075,8506,4081,519,18436,675,336,49.8,261,38.7,10150,55415,28421,505,411,95,502,285,11504,1087,
