Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Fábio,br BRA,GK,43-055,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,2,Matches
André,br BRA,"MF,DF",22-131,25.9,51,36,24,24,3,23,43,53.5,20,25,13,12,29,80,28,2,Matches
Germán Cano,ar ARG,FW,35-295,24.5,13,8,1,12,0,6,20,30.0,14,15,6,9,5,18,9,2,Matches
Samuel Xavier,br BRA,DF,33-171,23.4,29,18,12,11,6,20,30,66.7,10,27,12,15,16,45,32,0,Matches
Lima,br BRA,"MF,FW",27-166,25.9,35,18,9,21,5,13,43,30.2,30,25,6,19,19,54,22,0,Matches
Jhon Arias,co COL,"FW,MF",26-064,23.5,44,26,19,17,8,23,53,43.4,30,41,1,40,8,52,14,1,Matches
Nino,br BRA,DF,26-228,21.4,10,6,9,1,0,4,6,66.7,2,16,12,4,20,30,86,2,Matches
Ganso,br BRA,MF,34-043,17.5,18,13,6,7,5,11,26,42.3,15,13,3,10,6,24,5,0,Matches
Matheus Martinelli,br BRA,"MF,DF",22-198,18.6,28,21,11,11,6,12,21,57.1,9,32,16,16,11,39,26,0,Matches
Keno,br BRA,"FW,MF",34-075,15.7,30,14,11,13,6,15,29,51.7,14,10,1,9,9,39,17,0,Matches
Marcelo,br BRA,DF,35-196,13.1,20,15,5,10,5,10,20,50.0,10,13,4,9,10,30,15,1,Matches
Felipe Melo,br BRA,DF,40-151,10.2,10,8,4,5,1,4,10,40.0,6,10,6,4,6,16,41,0,Matches
Guga,br BRA,DF,25-087,13.9,24,12,14,10,0,17,33,51.5,16,11,6,5,11,35,31,0,Matches
Marlon,br BRA,DF,28-078,10.4,11,5,7,3,1,8,10,80.0,2,12,9,3,9,20,30,0,Matches
Alexsander,br BRA,"MF,DF",20-047,12.3,31,16,12,15,4,14,30,46.7,16,17,2,15,10,41,10,0,Matches
John Kennedy,br BRA,FW,21-190,12.6,13,8,5,6,2,7,15,46.7,8,9,1,8,3,16,7,0,Matches
David Braz,br BRA,DF,36-187,9.1,10,8,4,4,2,5,9,55.6,4,8,4,4,8,18,45,1,Matches
Lelê,br BRA,"FW,MF",26-054,12.2,15,10,6,6,3,2,6,33.3,4,14,1,13,3,18,7,0,Matches
Diogo Barbosa,br BRA,DF,31-099,10.1,15,10,7,7,1,8,17,47.1,9,4,0,4,8,23,22,0,Matches
Leonardo Fernández,uy URU,"MF,FW",25-016,6.8,10,5,3,5,2,4,14,28.6,10,9,1,8,4,14,2,0,Matches
Thiago dos Santos,br BRA,"DF,MF",34-080,6.7,14,11,9,5,0,7,12,58.3,5,13,7,6,11,25,26,0,Matches
Danielzinho,br BRA,MF,27-317,5.3,13,6,5,6,2,9,13,69.2,4,6,3,3,4,17,6,0,Matches
Gabriel Pirani,br BRA,"MF,FW",21-226,4.4,8,5,4,1,3,2,6,33.3,4,6,2,4,2,10,5,0,Matches
Yony González,co COL,"FW,MF",29-136,5.4,8,4,5,2,1,5,6,83.3,1,6,3,3,2,10,9,0,Matches
Manoel,br BRA,DF,33-271,3.2,4,3,2,2,0,4,5,80.0,1,5,4,1,2,6,14,0,Matches
Pedro Rangel,br BRA,GK,23-148,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Felipe Vieira,,DF,,2.3,3,1,2,1,0,2,2,100.0,0,2,1,1,4,7,7,0,Matches
Vitor Mendes,br BRA,DF,24-284,1.2,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,13,0,Matches
Vitor Eudes,br BRA,GK,25-034,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Giovanni,br BRA,"MF,DF",21-297,1.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,Matches
Alan Carvalho,cn CHN,MF,34-137,0.5,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0,Matches
Isaac,br BRA,"MF,FW",19-214,0.7,3,2,0,0,3,1,1,100.0,0,0,0,0,2,5,1,0,Matches
João Neto,br BRA,"MF,DF",20-137,0.6,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0,Matches
Arthur,br BRA,"DF,FW",19-273,0.2,2,1,1,0,1,2,2,100.0,0,0,0,0,0,2,0,0,Matches
Alexandre Jesus,br BRA,DF,22-069,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,Matches
Rafael Monteiro,br BRA,MF,19-283,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,30.0,34.0,473,291,197,205,71,239,488,49.0,249,352,125,227,225,698,547,11,
Opponent Total,,,28.5,34.0,639,386,315,217,107,311,754,41.2,443,435,115,320,304,943,697,5,
