Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Fábio,br BRA,GK,43-055,31,2790.0,90.0,91.2,31.0,31,90.0,31,0,,0,1.58,42.0,36.0,6.0,0.19,1.53,40.8,39.2,1.7,0.05,-0.41,Matches
André,br BRA,"MF,DF",22-131,27,2334.0,86.0,76.3,25.9,26,89.0,25,1,9.0,0,1.48,35.0,33.0,2.0,0.08,0.08,33.1,33.9,-0.8,-0.03,-0.51,Matches
Germán Cano,ar ARG,FW,35-295,27,2201.0,82.0,71.9,24.5,25,87.0,16,2,14.0,0,1.74,37.0,25.0,12.0,0.49,1.54,31.4,28.1,3.3,0.14,0.16,Matches
Samuel Xavier,br BRA,DF,33-171,25,2108.0,84.0,68.9,23.4,25,84.0,18,0,,2,1.64,30.0,26.0,4.0,0.17,0.36,29.4,24.8,4.6,0.2,0.35,Matches
Lima,br BRA,"MF,FW",27-166,31,2327.0,75.0,76.0,25.9,24,84.0,16,7,45.0,0,1.61,37.0,28.0,9.0,0.35,1.21,34.8,31.1,3.7,0.14,0.22,Matches
Jhon Arias,co COL,"FW,MF",26-064,26,2115.0,81.0,69.1,23.5,23,87.0,19,3,38.0,1,1.38,30.0,26.0,4.0,0.17,0.36,31.2,29.0,2.2,0.1,0.02,Matches
Nino,br BRA,DF,26-228,23,1930.0,84.0,63.1,21.4,23,84.0,17,0,,0,1.57,28.0,24.0,4.0,0.19,0.35,28.6,28.0,0.6,0.03,-0.17,Matches
Ganso,br BRA,MF,34-043,24,1579.0,66.0,51.6,17.5,18,78.0,6,6,28.0,2,1.63,28.0,22.0,6.0,0.34,0.59,23.0,22.5,0.6,0.03,-0.12,Matches
Matheus Martinelli,br BRA,"MF,DF",22-198,25,1677.0,67.0,54.8,18.6,17,82.0,12,8,35.0,1,1.48,30.0,24.0,6.0,0.32,0.58,28.3,19.4,8.8,0.47,0.85,Matches
Keno,br BRA,"FW,MF",34-075,21,1412.0,67.0,46.1,15.7,16,80.0,5,5,28.0,1,1.52,23.0,23.0,0.0,0.0,-0.11,18.3,20.7,-2.4,-0.15,-0.45,Matches
Marcelo,br BRA,DF,35-196,17,1177.0,69.0,38.5,13.1,16,72.0,3,1,26.0,1,1.82,21.0,16.0,5.0,0.38,0.53,18.5,12.6,5.9,0.45,0.59,Matches
Felipe Melo,br BRA,DF,40-151,17,916.0,54.0,29.9,10.2,16,56.0,0,1,17.0,1,1.94,12.0,11.0,1.0,0.1,0.06,9.3,11.1,-1.8,-0.17,-0.38,Matches
Guga,br BRA,DF,25-087,19,1254.0,66.0,41.0,13.9,13,84.0,7,6,26.0,14,1.37,18.0,17.0,1.0,0.07,0.02,17.4,18.5,-1.1,-0.08,-0.28,Matches
Marlon,br BRA,DF,28-078,15,935.0,62.0,30.6,10.4,13,70.0,6,2,10.0,0,1.27,14.0,19.0,-5.0,-0.48,-0.78,14.7,13.5,1.2,0.11,0.03,Matches
Alexsander,br BRA,"MF,DF",20-047,18,1104.0,61.0,36.1,12.3,12,73.0,5,6,38.0,2,1.39,12.0,15.0,-3.0,-0.24,-0.47,14.0,15.8,-1.9,-0.15,-0.38,Matches
John Kennedy,br BRA,FW,21-190,22,1130.0,51.0,36.9,12.6,11,86.0,7,11,17.0,3,1.36,17.0,17.0,0.0,0.0,-0.09,18.4,17.7,0.8,0.06,-0.05,Matches
David Braz,br BRA,DF,36-187,17,820.0,48.0,26.8,9.1,9,79.0,6,8,13.0,13,2.12,6.0,10.0,-4.0,-0.44,-0.68,11.1,8.8,2.3,0.26,0.23,Matches
Lelê,br BRA,"FW,MF",26-054,26,1100.0,42.0,35.9,12.2,8,85.0,2,18,24.0,7,1.5,16.0,20.0,-4.0,-0.33,-0.6,20.6,18.2,2.5,0.2,0.17,Matches
Diogo Barbosa,br BRA,DF,31-099,15,905.0,60.0,29.6,10.1,8,86.0,6,7,31.0,2,1.33,10.0,11.0,-1.0,-0.1,-0.22,10.4,11.5,-1.1,-0.11,-0.29,Matches
