Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Fábio,br BRA,GK,43-055,31.0,970,875,969,1,0,0,970,0,0,,0,,514,1815,915,0,0,0,3,0,431,0,Matches
André,br BRA,"MF,DF",22-131,25.9,2336,221,792,1352,212,3,2336,56,34,60.7,14,25.0,1664,8324,4990,49,49,1,31,14,1827,13,Matches
Germán Cano,ar ARG,FW,35-295,24.5,595,18,90,266,249,77,594,21,11,52.4,10,47.6,343,1377,491,16,13,9,26,11,390,75,Matches
Samuel Xavier,br BRA,DF,33-171,23.4,1571,61,481,704,402,29,1571,25,11,44.0,10,40.0,884,4361,2227,42,27,5,16,15,996,62,Matches
Lima,br BRA,"MF,FW",27-166,25.9,1705,73,377,753,602,45,1705,75,45,60.0,22,29.3,1112,5610,3082,68,58,14,48,40,1272,136,Matches
Jhon Arias,co COL,"FW,MF",26-064,23.5,1676,32,242,602,860,88,1675,146,75,51.4,48,32.9,1151,7386,3952,129,80,24,53,56,1245,269,Matches
Nino,br BRA,DF,26-228,21.4,1712,199,769,873,79,24,1712,18,13,72.2,2,11.1,1224,7233,5338,41,14,1,8,3,1319,4,Matches
Ganso,br BRA,MF,34-043,17.5,1342,22,240,677,430,26,1342,18,12,66.7,3,16.7,895,2841,1303,14,23,3,13,8,1082,66,Matches
Matheus Martinelli,br BRA,"MF,DF",22-198,18.6,1476,125,439,799,244,20,1476,31,16,51.6,12,38.7,995,5276,3217,33,39,4,25,18,1152,27,Matches
Keno,br BRA,"FW,MF",34-075,15.7,775,25,103,216,464,56,774,95,51,53.7,35,36.8,518,3385,1946,79,36,32,38,17,578,197,Matches
Marcelo,br BRA,DF,35-196,13.1,1123,30,243,524,363,26,1123,35,16,45.7,15,42.9,707,3013,1808,37,34,5,14,8,786,44,Matches
Felipe Melo,br BRA,DF,40-151,10.2,872,122,411,441,25,8,872,7,4,57.1,2,28.6,631,3180,1955,14,5,0,2,1,669,0,Matches
Guga,br BRA,DF,25-087,13.9,948,58,286,403,264,22,948,8,2,25.0,4,50.0,558,2372,1258,26,20,1,17,14,614,78,Matches
Marlon,br BRA,DF,28-078,10.4,885,125,444,392,53,7,885,9,5,55.6,4,44.4,609,3054,1855,13,11,0,5,0,698,5,Matches
Alexsander,br BRA,"MF,DF",20-047,12.3,830,19,159,423,258,16,830,49,26,53.1,18,36.7,522,2646,1453,36,28,4,26,26,582,52,Matches
John Kennedy,br BRA,FW,21-190,12.6,448,14,48,166,242,71,448,75,29,38.7,39,52.0,282,1461,663,20,14,11,50,24,338,92,Matches
David Braz,br BRA,DF,36-187,9.1,698,109,361,291,50,7,698,10,10,100.0,0,0.0,423,2397,1487,16,11,0,6,4,486,2,Matches
Lelê,br BRA,"FW,MF",26-054,12.2,366,11,58,141,175,71,366,30,11,36.7,18,60.0,190,1207,514,20,9,11,36,18,234,68,Matches
Diogo Barbosa,br BRA,DF,31-099,10.1,649,30,154,307,196,7,649,21,14,66.7,6,28.6,379,2000,1051,30,22,1,9,6,423,57,Matches
Leonardo Fernández,uy URU,"MF,FW",25-016,6.8,515,5,64,210,249,10,514,39,19,48.7,16,41.0,326,1869,888,25,19,6,18,19,390,68,Matches
Thiago dos Santos,br BRA,"DF,MF",34-080,6.7,497,91,236,235,31,3,497,11,8,72.7,3,27.3,288,1703,867,7,10,0,5,3,324,3,Matches
Danielzinho,br BRA,MF,27-317,5.3,431,14,76,249,107,6,431,7,3,42.9,4,57.1,297,1541,873,13,8,2,4,8,336,15,Matches
Gabriel Pirani,br BRA,"MF,FW",21-226,4.4,234,3,66,91,85,16,234,27,12,44.4,14,51.9,151,934,475,13,8,5,10,5,181,25,Matches
Yony González,co COL,"FW,MF",29-136,5.4,169,10,35,39,96,40,169,7,4,57.1,3,42.9,79,312,99,3,0,2,8,3,108,44,Matches
