Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Fábio,br BRA,GK,43-055,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
André,br BRA,"MF,DF",22-131,25.9,0,10,2,20.0,0.39,0.08,0.0,0.0,27.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Germán Cano,ar ARG,FW,35-295,24.5,8,65,28,43.1,2.66,1.14,0.12,0.29,20.2,0,0,1,8.0,7.3,0.11,0.0,0.7,Matches
Samuel Xavier,br BRA,DF,33-171,23.4,1,24,3,12.5,1.02,0.13,0.04,0.33,21.0,0,0,0,0.9,0.9,0.04,0.1,0.1,Matches
Lima,br BRA,"MF,FW",27-166,25.9,6,44,16,36.4,1.7,0.62,0.14,0.38,21.3,1,0,0,2.9,2.9,0.07,3.1,3.1,Matches
Jhon Arias,co COL,"FW,MF",26-064,23.5,5,40,19,47.5,1.7,0.81,0.1,0.21,20.1,5,1,1,4.1,3.3,0.08,0.9,0.7,Matches
Nino,br BRA,DF,26-228,21.4,2,13,5,38.5,0.61,0.23,0.15,0.4,13.0,0,0,0,1.2,1.2,0.09,0.8,0.8,Matches
Ganso,br BRA,MF,34-043,17.5,3,21,7,33.3,1.2,0.4,0.14,0.43,19.6,1,0,0,1.8,1.8,0.08,1.2,1.2,Matches
Matheus Martinelli,br BRA,"MF,DF",22-198,18.6,1,17,4,23.5,0.91,0.21,0.06,0.25,20.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
Keno,br BRA,"FW,MF",34-075,15.7,2,38,15,39.5,2.42,0.96,0.03,0.07,21.0,0,1,1,2.6,1.8,0.05,-0.6,-0.8,Matches
Marcelo,br BRA,DF,35-196,13.1,1,28,8,28.6,2.14,0.61,0.04,0.13,22.5,2,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
Felipe Melo,br BRA,DF,40-151,10.2,2,3,2,66.7,0.29,0.2,0.67,1.0,10.4,0,0,0,0.3,0.3,0.11,1.7,1.7,Matches
Guga,br BRA,DF,25-087,13.9,1,7,2,28.6,0.5,0.14,0.14,0.5,18.5,0,0,0,0.8,0.8,0.11,0.2,0.2,Matches
Marlon,br BRA,DF,28-078,10.4,0,3,1,33.3,0.29,0.1,0.0,0.0,20.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Alexsander,br BRA,"MF,DF",20-047,12.3,0,9,2,22.2,0.73,0.16,0.0,0.0,21.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
John Kennedy,br BRA,FW,21-190,12.6,4,41,17,41.5,3.27,1.35,0.1,0.24,16.1,0,0,0,5.6,5.6,0.14,-1.6,-1.6,Matches
David Braz,br BRA,DF,36-187,9.1,0,10,3,30.0,1.1,0.33,0.0,0.0,18.7,3,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Lelê,br BRA,"FW,MF",26-054,12.2,2,42,16,38.1,3.44,1.31,0.05,0.13,13.0,0,0,0,5.9,5.9,0.14,-3.9,-3.9,Matches
Diogo Barbosa,br BRA,DF,31-099,10.1,1,5,3,60.0,0.5,0.3,0.2,0.33,23.0,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
Leonardo Fernández,uy URU,"MF,FW",25-016,6.8,1,23,13,56.5,3.38,1.91,0.04,0.08,28.8,5,0,1,1.5,0.7,0.03,-0.5,0.3,Matches
Thiago dos Santos,br BRA,"DF,MF",34-080,6.7,0,6,1,16.7,0.9,0.15,0.0,0.0,23.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Danielzinho,br BRA,MF,27-317,5.3,0,4,1,25.0,0.75,0.19,0.0,0.0,20.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Gabriel Pirani,br BRA,"MF,FW",21-226,4.4,1,8,4,50.0,1.82,0.91,0.13,0.25,12.6,0,0,0,1.6,1.6,0.2,-0.6,-0.6,Matches
Yony González,co COL,"FW,MF",29-136,5.4,1,12,5,41.7,2.22,0.93,0.08,0.2,11.6,0,0,0,2.0,2.0,0.17,-1.0,-1.0,Matches
Manoel,br BRA,DF,33-271,3.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pedro Rangel,br BRA,GK,23-148,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Felipe Vieira,,DF,,2.3,0,3,1,33.3,1.33,0.44,0.0,0.0,16.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Vitor Mendes,br BRA,DF,24-284,1.2,0,1,1,100.0,0.83,0.83,0.0,0.0,7.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Vitor Eudes,br BRA,GK,25-034,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Giovanni,br BRA,"MF,DF",21-297,1.0,0,4,0,0.0,4.04,0.0,0.0,,24.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Alan Carvalho,cn CHN,MF,34-137,0.5,1,1,1,100.0,2.0,2.0,1.0,1.0,5.1,0,0,0,0.6,0.6,0.63,0.4,0.4,Matches
Isaac,br BRA,"MF,FW",19-214,0.7,0,3,0,0.0,4.43,0.0,0.0,,15.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
João Neto,br BRA,"MF,DF",20-137,0.6,1,1,1,100.0,1.73,1.73,1.0,1.0,7.0,0,0,0,0.4,0.4,0.41,0.6,0.6,Matches
Arthur,br BRA,"DF,FW",19-273,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
