Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Fábio,br BRA,GK,43-055,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
André,br BRA,"MF,DF",22-131,27,26,2334.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.3,0.3,0.6,0.9,49.0,167.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Germán Cano,ar ARG,FW,35-295,27,25,2201.0,24.5,8.0,1.0,9.0,8.0,0.0,1.0,7.0,0.0,8.0,7.3,1.0,8.3,16.0,24.0,75.0,0.33,0.04,0.37,0.33,0.37,0.33,0.04,0.37,0.3,0.34,Matches
Samuel Xavier,br BRA,DF,33-171,25,25,2108.0,23.4,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,2.9,3.8,42.0,91.0,62.0,0.04,0.09,0.13,0.04,0.13,0.04,0.12,0.16,0.04,0.16,Matches
Lima,br BRA,"MF,FW",27-166,31,24,2327.0,25.9,6.0,1.0,7.0,6.0,0.0,0.0,6.0,0.0,2.9,2.9,1.4,4.4,68.0,114.0,136.0,0.23,0.04,0.27,0.23,0.27,0.11,0.06,0.17,0.11,0.17,Matches
Jhon Arias,co COL,"FW,MF",26-064,26,23,2115.0,23.5,5.0,4.0,9.0,4.0,1.0,1.0,5.0,1.0,4.1,3.3,3.9,7.2,129.0,92.0,269.0,0.21,0.17,0.38,0.17,0.34,0.17,0.17,0.34,0.14,0.3,Matches
Nino,br BRA,DF,26-228,23,23,1930.0,21.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,1.2,1.2,0.4,1.6,41.0,99.0,4.0,0.09,0.0,0.09,0.09,0.09,0.05,0.02,0.07,0.05,0.07,Matches
Ganso,br BRA,MF,34-043,24,18,1579.0,17.5,3.0,7.0,10.0,3.0,0.0,0.0,5.0,0.0,1.8,1.8,3.4,5.2,14.0,128.0,66.0,0.17,0.4,0.57,0.17,0.57,0.1,0.19,0.3,0.1,0.3,Matches
Matheus Martinelli,br BRA,"MF,DF",22-198,25,17,1677.0,18.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,1.1,1.1,1.0,2.1,33.0,92.0,27.0,0.05,0.05,0.11,0.05,0.11,0.06,0.05,0.11,0.06,0.11,Matches
Keno,br BRA,"FW,MF",34-075,21,16,1412.0,15.7,2.0,4.0,6.0,1.0,1.0,1.0,5.0,0.0,2.6,1.8,3.6,5.3,79.0,48.0,197.0,0.13,0.25,0.38,0.06,0.32,0.16,0.23,0.39,0.11,0.34,Matches
