Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fábio,br BRA,GK,43-055,31.0,799,897,89.1,13948,8736,286,290,98.6,327,330,99.1,94,180,52.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
André,br BRA,"MF,DF",22-131,25.9,1991,2109,94.4,33617,9432,952,991,96.1,861,885,97.3,145,177,81.9,0,0.6,1.1,-0.6,19,196,8,0,167,Matches
Germán Cano,ar ARG,FW,35-295,24.5,315,421,74.8,4751,811,188,227,82.8,90,118,76.3,25,39,64.1,1,1.0,0.7,0.0,11,17,8,4,24,Matches
Samuel Xavier,br BRA,DF,33-171,23.4,1182,1387,85.2,16792,4990,708,757,93.5,364,423,86.1,59,107,55.1,2,2.9,2.1,-0.9,22,87,14,4,91,Matches
Lima,br BRA,"MF,FW",27-166,25.9,1214,1420,85.5,15630,3716,800,852,93.9,330,383,86.2,31,73,42.5,1,1.4,2.1,-0.4,22,81,25,4,114,Matches
Jhon Arias,co COL,"FW,MF",26-064,23.5,1062,1363,77.9,13765,3467,731,797,91.7,233,293,79.5,47,141,33.3,4,3.9,3.9,0.1,45,59,38,13,92,Matches
Nino,br BRA,DF,26-228,21.4,1400,1543,90.7,24833,8012,608,633,96.1,661,693,95.4,117,185,63.2,0,0.4,0.7,-0.4,7,108,3,0,99,Matches
Ganso,br BRA,MF,34-043,17.5,1062,1248,85.1,14827,4821,656,723,90.7,304,348,87.4,57,96,59.4,7,3.4,3.8,3.6,36,121,23,0,128,Matches
Matheus Martinelli,br BRA,"MF,DF",22-198,18.6,1200,1288,93.2,18467,5040,607,642,94.5,505,526,96.0,54,65,83.1,1,1.0,1.4,0.0,17,129,8,0,92,Matches
Keno,br BRA,"FW,MF",34-075,15.7,358,550,65.1,5279,1649,218,264,82.6,103,163,63.2,23,59,39.0,4,3.6,3.3,0.4,29,20,41,14,48,Matches
Marcelo,br BRA,DF,35-196,13.1,782,994,78.7,12952,4701,425,466,91.2,261,316,82.6,79,164,48.2,1,2.9,3.5,-1.9,32,79,23,9,129,Matches
Felipe Melo,br BRA,DF,40-151,10.2,704,789,89.2,13308,5096,287,302,95.0,314,335,93.7,90,132,68.2,0,0.1,0.1,-0.1,2,72,1,0,45,Matches
Guga,br BRA,DF,25-087,13.9,693,816,84.9,10297,3176,406,431,94.2,221,264,83.7,48,71,67.6,3,2.0,1.7,1.0,17,43,16,6,62,Matches
Marlon,br BRA,DF,28-078,10.4,740,802,92.3,12713,4261,343,359,95.5,345,361,95.6,47,69,68.1,0,0.4,0.3,-0.4,4,45,4,0,47,Matches
Alexsander,br BRA,"MF,DF",20-047,12.3,550,664,82.8,7502,1904,344,382,90.1,159,190,83.7,18,31,58.1,1,1.4,1.5,-0.4,19,42,14,5,49,Matches
