Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Marcos Felipe,br BRA,GK,27-225,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thaciano,br BRA,"MF,FW",28-196,31,31,2561.0,28.5,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,7.0,7.0,1.7,8.7,30.0,105.0,110.0,0.11,0.11,0.21,0.11,0.21,0.25,0.06,0.31,0.25,0.31,Matches
Kanu,br BRA,DF,26-262,29,29,2554.0,28.4,1.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,1.5,1.5,0.5,2.1,27.0,89.0,7.0,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,Matches
Rezende,br BRA,"MF,DF",28-326,29,28,2360.0,26.2,1.0,2.0,3.0,1.0,0.0,0.0,9.0,1.0,0.8,0.8,1.0,1.8,23.0,89.0,33.0,0.04,0.08,0.11,0.04,0.11,0.03,0.04,0.07,0.03,0.07,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-070,28,26,2193.0,24.4,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,4.2,4.2,4.9,9.1,94.0,166.0,162.0,0.08,0.21,0.29,0.08,0.29,0.17,0.2,0.37,0.17,0.37,Matches
Everaldo Stum,br BRA,FW,32-142,31,24,2054.0,22.8,8.0,1.0,9.0,7.0,1.0,1.0,6.0,0.0,5.8,5.1,2.5,7.5,33.0,54.0,127.0,0.35,0.04,0.39,0.31,0.35,0.26,0.11,0.36,0.22,0.33,Matches
Vitor Hugo,br BRA,DF,32-188,23,23,1814.0,20.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.5,1.1,20.0,79.0,2.0,0.05,0.0,0.05,0.05,0.05,0.03,0.03,0.05,0.03,0.05,Matches
Ademir Santos,br BRA,"FW,MF",28-281,29,19,1655.0,18.4,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,5.5,5.5,2.1,7.6,77.0,68.0,165.0,0.16,0.05,0.22,0.16,0.22,0.3,0.11,0.41,0.3,0.41,Matches
Nicolás Acevedo,uy URU,MF,24-224,27,17,1680.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,0.6,1.4,24.0,102.0,33.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
Gilberto,br BRA,DF,30-262,17,17,1502.0,16.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,1.3,1.7,50.0,100.0,78.0,0.06,0.12,0.18,0.06,0.18,0.03,0.08,0.1,0.03,0.1,Matches
Camilo Cándido,uy URU,DF,28-175,17,15,1212.0,13.5,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.4,0.4,1.3,1.6,18.0,57.0,86.0,0.07,0.15,0.22,0.07,0.22,0.03,0.09,0.12,0.03,0.12,Matches
Yago,br BRA,MF,28-294,23,14,1221.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.6,1.0,10.0,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches
Gabriel Teixeira,br BRA,"FW,MF",22-237,21,11,1046.0,11.6,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,4.7,4.7,2.7,7.4,40.0,49.0,83.0,0.43,0.09,0.52,0.43,0.52,0.41,0.23,0.64,0.41,0.64,Matches
Gabriel,br BRA,DF,22-202,13,10,977.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,9.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
David Duarte,br BRA,DF,28-304,9,9,772.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,1.0,15.0,0.0,0.12,0.0,0.12,0.12,0.12,0.03,0.0,0.03,0.03,0.03,Matches
Cicinho,bg BUL,DF,34-333,11,9,734.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.3,0.8,17.0,24.0,35.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.1,0.05,0.1,Matches
Rafael Ratão,br BRA,"FW,MF",27-359,16,8,769.0,8.5,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.8,2.8,0.9,3.7,13.0,38.0,60.0,0.47,0.12,0.59,0.47,0.59,0.33,0.11,0.44,0.33,0.44,Matches
Vinicius Mingotti,br BRA,FW,23-321,16,8,647.0,7.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.9,1.9,0.4,2.3,2.0,5.0,23.0,0.28,0.0,0.28,0.28,0.28,0.26,0.06,0.32,0.26,0.32,Matches
