Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Marcos Felipe,br BRA,GK,27-225,33,2970.0,90.0,97.1,33.0,33,90.0,33,0,,0,1.15,38.0,45.0,-7.0,-0.21,0.79,40.8,44.1,-3.4,-0.1,1.83,Matches
Thaciano,br BRA,"MF,FW",28-196,31,2561.0,83.0,83.7,28.5,31,83.0,15,0,,1,1.23,37.0,35.0,2.0,0.07,1.87,36.5,38.5,-2.0,-0.07,0.53,Matches
Kanu,br BRA,DF,26-262,29,2554.0,88.0,83.5,28.4,29,88.0,27,0,,0,1.14,31.0,38.0,-7.0,-0.25,-0.07,34.4,39.2,-4.8,-0.17,-0.07,Matches
Rezende,br BRA,"MF,DF",28-326,29,2360.0,81.0,77.1,26.2,28,83.0,18,1,24.0,1,1.17,33.0,36.0,-3.0,-0.11,0.53,32.6,33.1,-0.5,-0.02,0.6,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-070,28,2193.0,78.0,71.7,24.4,26,82.0,15,2,37.0,0,1.18,30.0,31.0,-1.0,-0.04,0.69,30.4,31.8,-1.4,-0.06,0.35,Matches
Everaldo Stum,br BRA,FW,32-142,31,2054.0,66.0,67.1,22.8,24,80.0,10,7,19.0,0,1.23,27.0,26.0,1.0,0.04,0.85,29.3,27.2,2.0,0.09,0.74,Matches
Vitor Hugo,br BRA,DF,32-188,23,1814.0,79.0,59.3,20.2,23,79.0,16,0,,3,1.09,23.0,31.0,-8.0,-0.4,-0.4,25.2,31.5,-6.3,-0.31,-0.38,Matches
Ademir Santos,br BRA,"FW,MF",28-281,29,1655.0,57.0,54.1,18.4,19,74.0,4,10,25.0,2,1.13,22.0,25.0,-3.0,-0.16,0.16,22.6,25.3,-2.7,-0.15,0.02,Matches
Nicolás Acevedo,uy URU,MF,24-224,27,1680.0,62.0,54.9,18.7,17,87.0,13,10,20.0,3,1.11,12.0,23.0,-11.0,-0.59,-0.78,18.8,26.8,-8.0,-0.43,-0.6,Matches
Gilberto,br BRA,DF,30-262,17,1502.0,88.0,49.1,16.7,17,88.0,15,0,,1,1.47,24.0,22.0,2.0,0.12,0.7,22.6,21.8,0.9,0.05,0.41,Matches
Camilo Cándido,uy URU,DF,28-175,17,1212.0,71.0,39.6,13.5,15,78.0,7,2,19.0,0,1.35,20.0,18.0,2.0,0.15,0.64,17.4,18.6,-1.2,-0.09,0.11,Matches
Yago,br BRA,MF,28-294,23,1221.0,53.0,39.9,13.6,14,76.0,1,9,17.0,2,1.26,22.0,20.0,2.0,0.15,0.64,17.5,17.6,0.0,0.0,0.25,Matches
Gabriel Teixeira,br BRA,"FW,MF",22-237,21,1046.0,50.0,34.2,11.6,11,75.0,2,10,23.0,0,1.09,12.0,21.0,-9.0,-0.77,-0.82,16.7,16.8,-0.1,-0.01,0.22,Matches
Gabriel,br BRA,DF,22-202,13,977.0,75.0,31.9,10.9,10,84.0,8,3,44.0,20,0.85,11.0,15.0,-4.0,-0.37,-0.2,10.8,15.0,-4.2,-0.38,-0.33,Matches
David Duarte,br BRA,DF,28-304,9,772.0,86.0,25.2,8.6,9,86.0,6,0,,7,0.91,11.0,15.0,-4.0,-0.47,-0.31,9.8,8.2,1.6,0.18,0.45,Matches
Cicinho,bg BUL,DF,34-333,11,734.0,67.0,24.0,8.2,9,78.0,5,2,14.0,21,0.82,5.0,11.0,-6.0,-0.74,-0.66,7.3,14.1,-6.7,-0.83,-0.88,Matches
Rafael Ratão,br BRA,"FW,MF",27-359,16,769.0,48.0,25.1,8.5,8,73.0,0,8,23.0,0,1.31,15.0,12.0,3.0,0.35,0.78,12.5,11.9,0.6,0.07,0.3,Matches
Vinicius Mingotti,br BRA,FW,23-321,16,647.0,40.0,21.1,7.2,8,67.0,1,8,14.0,12,0.88,6.0,10.0,-4.0,-0.56,-0.41,7.7,12.3,-4.6,-0.65,-0.62,Matches
Vítor Jacaré,br BRA,"DF,MF",24-031,17,850.0,50.0,27.8,9.4,7,90.0,7,10,22.0,5,1.06,11.0,16.0,-5.0,-0.53,-0.41,12.0,10.8,1.2,0.13,0.39,Matches
Jhoanner Chávez,ec ECU,"DF,MF",21-213,10,589.0,59.0,19.2,6.5,7,79.0,5,3,12.0,3,0.8,4.0,12.0,-8.0,-1.22,-1.22,5.5,10.9,-5.3,-0.82,-0.82,Matches
Matheus Bahia,br BRA,"DF,MF",24-105,12,493.0,41.0,16.1,5.5,6,63.0,1,6,20.0,14,1.67,7.0,3.0,4.0,0.73,1.15,7.1,6.2,0.9,0.15,0.37,Matches
Kayky Chagas,br BRA,"FW,MF",20-166,10,410.0,41.0,13.4,4.6,6,61.0,0,4,11.0,4,0.6,4.0,6.0,-2.0,-0.44,-0.24,4.4,7.3,-2.9,-0.63,-0.54,Matches
Ryan Carlos,br BRA,DF,21-283,9,578.0,64.0,18.9,6.4,5,83.0,2,4,41.0,6,0.56,7.0,10.0,-3.0,-0.47,-0.29,8.8,9.9,-1.2,-0.18,-0.03,Matches
Raul Bicalho,br BRA,DF,24-214,7,321.0,46.0,10.5,3.6,4,72.0,3,3,11.0,9,1.86,7.0,5.0,2.0,0.56,0.89,6.4,5.0,1.5,0.41,0.63,Matches
Luciano Juba,br BRA,"FW,DF",24-087,10,319.0,32.0,10.4,3.5,2,75.0,1,8,21.0,3,1.1,2.0,6.0,-4.0,-1.13,-1.0,5.2,3.5,1.7,0.48,0.71,Matches
Arthur Sales,br BRA,"FW,MF",21-144,9,290.0,32.0,9.5,3.2,2,67.0,0,7,22.0,7,0.89,5.0,8.0,-3.0,-0.93,-0.77,4.1,5.6,-1.5,-0.46,-0.34,Matches
Lucas Mugni,ar ARG,"MF,FW",31-316,12,282.0,24.0,9.2,3.1,1,66.0,0,11,20.0,18,1.0,1.0,9.0,-8.0,-2.55,-2.55,3.0,8.3,-5.3,-1.7,-1.7,Matches
Léo Cittadini,br BRA,MF,29-270,6,131.0,22.0,4.3,1.5,1,60.0,0,5,14.0,7,1.67,1.0,3.0,-2.0,-1.37,-1.19,1.7,2.2,-0.5,-0.36,-0.22,Matches
André,br BRA,DF,20-048,3,125.0,42.0,4.1,1.4,1,90.0,1,2,18.0,4,0.33,1.0,1.0,0.0,0.0,0.25,1.7,2.4,-0.7,-0.51,-0.37,Matches
Danilo Fernandes,br BRA,GK,35-235,1,37.0,37.0,1.2,0.4,1,37.0,0,0,,9,1.33,5.0,2.0,3.0,7.3,7.62,0.5,1.7,-1.2,-2.97,-2.85,Matches
Diego Rosa,br BRA,"MF,DF",21-043,10,231.0,23.0,7.5,2.6,0,,0,10,23.0,15,1.3,1.0,3.0,-2.0,-0.78,-0.59,2.1,3.8,-1.7,-0.67,-0.56,Matches
Danielzinho,br BRA,"FW,MF",27-317,5,79.0,16.0,2.6,0.9,0,,0,5,16.0,7,0.8,2.0,0.0,2.0,2.28,2.58,2.1,1.5,0.6,0.64,0.82,Matches
Mateus Claus,br BRA,GK,29-113,1,53.0,53.0,1.7,0.6,0,,0,1,53.0,18,0.0,0.0,2.0,-2.0,-3.4,-3.22,0.6,1.3,-0.7,-1.22,-1.08,Matches
Marcos Victor,br BRA,DF,21-333,1,5.0,5.0,0.2,0.1,0,,0,1,5.0,11,0.0,0.0,0.0,0.0,0.0,0.24,0.1,0.0,0.1,1.78,1.94,Matches
Patrick Verhon,br BRA,FW,19-077,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,12,1.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,-3.08,-2.92,Matches
Adriel,br BRA,GK,22-314,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
Everton,br BRA,MF,21-196,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Tiago Gomes,br BRA,GK,20-308,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Squad Total,,,27.7,34,3060.0,90.0,100.0,34.0,374,81.0,216,153,21.0,246,1.12,39.0,47.0,-8.0,-0.24,,41.8,47.1,-5.3,-0.16,,
Opponent Total,,,28.2,34,3060.0,90.0,100.0,34.0,374,81.0,216,159,24.0,245,1.65,47.0,39.0,8.0,0.24,,47.1,41.8,5.3,0.16,,
