Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Marcos Felipe,br BRA,GK,27-225,33.0,0,0,0,0,3,0,0,1,2,0,0,0,27,7,0,100.0,Matches
Thaciano,br BRA,"MF,FW",28-196,28.5,3,0,0,30,28,5,17,24,23,0,0,0,134,40,47,46.0,Matches
Kanu,br BRA,DF,26-262,28.4,9,2,1,36,37,3,1,40,20,0,0,1,150,43,40,51.8,Matches
Rezende,br BRA,"MF,DF",28-326,26.2,9,1,1,57,28,0,10,54,51,0,1,0,181,46,31,59.7,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-070,24.4,4,0,0,21,25,5,125,9,11,0,0,0,121,8,11,42.1,Matches
Everaldo Stum,br BRA,FW,32-142,22.8,6,0,0,27,28,10,16,2,8,0,0,0,51,83,53,61.0,Matches
Vitor Hugo,br BRA,DF,32-188,20.2,3,0,0,18,13,0,0,28,23,0,1,0,74,62,22,73.8,Matches
Ademir Santos,br BRA,"FW,MF",28-281,18.4,5,0,0,27,80,6,90,8,17,0,0,0,93,16,28,36.4,Matches
Nicolás Acevedo,uy URU,MF,24-224,18.7,7,1,1,36,27,0,8,26,42,0,0,0,151,21,24,46.7,Matches
Gilberto,br BRA,DF,30-262,16.7,3,0,0,14,21,0,40,15,24,1,2,0,115,20,14,58.8,Matches
Camilo Cándido,uy URU,DF,28-175,13.5,2,1,0,19,7,1,46,23,14,0,1,0,84,5,14,26.3,Matches
Yago,br BRA,MF,28-294,13.6,5,0,0,39,26,0,11,10,24,0,0,0,83,3,10,23.1,Matches
Gabriel Teixeira,br BRA,"FW,MF",22-237,11.6,4,0,0,19,45,1,40,11,8,0,0,0,49,3,13,18.8,Matches
Gabriel,br BRA,DF,22-202,10.9,2,0,0,14,8,0,0,30,9,0,0,0,40,35,12,74.5,Matches
David Duarte,br BRA,DF,28-304,8.6,3,0,0,5,4,0,0,9,4,0,0,0,35,18,12,60.0,Matches
Cicinho,bg BUL,DF,34-333,8.2,4,0,0,22,11,1,23,5,16,0,0,0,31,10,7,58.8,Matches
Rafael Ratão,br BRA,"FW,MF",27-359,8.5,1,0,0,11,11,1,8,2,17,0,0,0,52,10,12,45.5,Matches
Vinicius Mingotti,br BRA,FW,23-321,7.2,2,0,0,14,15,6,0,2,5,0,0,0,11,7,25,21.9,Matches
Vítor Jacaré,br BRA,"DF,MF",24-031,9.4,4,0,0,20,15,3,53,11,19,0,0,0,52,10,10,50.0,Matches
Jhoanner Chávez,ec ECU,"DF,MF",21-213,6.5,1,0,0,16,4,2,15,7,9,0,1,0,32,4,7,36.4,Matches
Matheus Bahia,br BRA,"DF,MF",24-105,5.5,2,0,0,10,6,1,19,8,7,0,0,0,33,6,3,66.7,Matches
Kayky Chagas,br BRA,"FW,MF",20-166,4.6,2,0,0,8,3,1,12,2,4,0,0,0,19,1,8,11.1,Matches
Ryan Carlos,br BRA,DF,21-283,6.4,3,0,0,8,3,1,34,8,6,0,0,0,40,10,8,55.6,Matches
Raul Bicalho,br BRA,DF,24-214,3.6,1,0,0,5,4,0,0,1,1,0,0,0,13,6,13,31.6,Matches
Luciano Juba,br BRA,"FW,DF",24-087,3.5,0,0,0,2,3,0,35,4,5,0,0,0,18,4,3,57.1,Matches
Arthur Sales,br BRA,"FW,MF",21-144,3.2,0,0,0,3,8,1,3,0,3,0,0,0,9,6,15,28.6,Matches
Lucas Mugni,ar ARG,"MF,FW",31-316,3.1,1,0,0,6,3,0,14,3,3,0,0,0,22,2,3,40.0,Matches
Léo Cittadini,br BRA,MF,29-270,1.5,1,0,0,5,3,0,1,3,3,0,0,0,15,1,0,100.0,Matches
André,br BRA,DF,20-048,1.4,1,0,0,2,1,0,9,1,1,0,0,0,5,2,0,100.0,Matches
Danilo Fernandes,br BRA,GK,35-235,0.4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Diego Rosa,br BRA,"MF,DF",21-043,2.6,0,0,0,6,1,0,6,4,9,0,0,0,22,2,2,50.0,Matches
Danielzinho,br BRA,"FW,MF",27-317,0.9,0,0,0,0,1,0,3,0,1,0,0,0,5,0,0,,Matches
Mateus Claus,br BRA,GK,29-113,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Marcos Victor,br BRA,DF,21-333,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Patrick Verhon,br BRA,FW,19-077,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.7,34.0,90,5,3,500,472,48,639,351,389,1,6,1,1770,491,447,52.3,
Opponent Total,,,28.2,34.0,85,4,1,491,479,122,548,326,340,4,1,2,1818,446,491,47.6,
