Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Marcos Felipe,br BRA,GK,27-225,33.0,2,2,2,0,0,2,5,40.0,3,0,0,0,1,3,22,1,Matches
Thaciano,br BRA,"MF,FW",28-196,28.5,43,23,14,23,6,21,52,40.4,31,36,6,30,24,67,25,0,Matches
Kanu,br BRA,DF,26-262,28.4,28,20,22,4,2,17,33,51.5,16,37,18,19,40,68,90,0,Matches
Rezende,br BRA,"MF,DF",28-326,26.2,82,51,47,34,1,27,62,43.5,35,61,10,51,54,136,59,1,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-070,24.4,22,11,2,17,3,5,21,23.8,16,16,1,15,9,31,6,0,Matches
Everaldo Stum,br BRA,FW,32-142,22.8,11,8,2,5,4,5,10,50.0,5,10,2,8,2,13,16,0,Matches
Vitor Hugo,br BRA,DF,32-188,20.2,36,23,28,8,0,17,23,73.9,6,15,7,8,28,64,71,0,Matches
Ademir Santos,br BRA,"FW,MF",28-281,18.4,29,17,5,16,8,12,35,34.3,23,17,1,16,8,37,3,0,Matches
Nicolás Acevedo,uy URU,MF,24-224,18.7,66,42,21,40,5,36,73,49.3,37,26,0,26,26,92,20,1,Matches
Gilberto,br BRA,DF,30-262,16.7,34,24,15,16,3,20,44,45.5,24,21,5,16,15,49,23,1,Matches
Camilo Cándido,uy URU,DF,28-175,13.5,22,14,14,5,3,7,21,33.3,14,14,1,13,23,45,23,0,Matches
Yago,br BRA,MF,28-294,13.6,43,24,14,17,12,22,49,44.9,27,19,1,18,10,53,10,1,Matches
Gabriel Teixeira,br BRA,"FW,MF",22-237,11.6,12,8,3,7,2,4,20,20.0,16,14,2,12,11,23,5,0,Matches
Gabriel,br BRA,DF,22-202,10.9,20,9,14,5,1,14,20,70.0,6,11,8,3,30,50,66,1,Matches
David Duarte,br BRA,DF,28-304,8.6,6,4,2,4,0,5,7,71.4,2,7,6,1,9,15,46,1,Matches
Cicinho,bg BUL,DF,34-333,8.2,23,16,9,12,2,11,18,61.1,7,12,3,9,5,28,25,1,Matches
Rafael Ratão,br BRA,"FW,MF",27-359,8.5,25,17,11,11,3,13,29,44.8,16,7,0,7,2,27,3,0,Matches
Vinicius Mingotti,br BRA,FW,23-321,7.2,6,5,3,2,1,1,4,25.0,3,2,1,1,2,8,4,0,Matches
Vítor Jacaré,br BRA,"DF,MF",24-031,9.4,22,19,13,6,3,15,36,41.7,21,16,2,14,11,33,20,0,Matches
Jhoanner Chávez,ec ECU,"DF,MF",21-213,6.5,14,9,3,11,0,10,21,47.6,11,6,0,6,7,21,14,0,Matches
Matheus Bahia,br BRA,"DF,MF",24-105,5.5,16,7,8,5,3,7,18,38.9,11,8,0,8,8,24,15,0,Matches
Kayky Chagas,br BRA,"FW,MF",20-166,4.6,8,4,4,4,0,4,13,30.8,9,7,0,7,2,10,2,0,Matches
Ryan Carlos,br BRA,DF,21-283,6.4,7,6,5,2,0,4,12,33.3,8,9,2,7,8,15,11,1,Matches
Raul Bicalho,br BRA,DF,24-214,3.6,6,1,5,1,0,4,5,80.0,1,3,3,0,1,7,12,0,Matches
Luciano Juba,br BRA,"FW,DF",24-087,3.5,7,5,5,1,1,4,6,66.7,2,2,0,2,4,11,6,0,Matches
Arthur Sales,br BRA,"FW,MF",21-144,3.2,3,3,0,0,3,0,1,0.0,1,3,0,3,0,3,1,0,Matches
Lucas Mugni,ar ARG,"MF,FW",31-316,3.1,4,3,2,2,0,1,10,10.0,9,2,0,2,3,7,2,0,Matches
Léo Cittadini,br BRA,MF,29-270,1.5,6,3,1,4,1,0,4,0.0,4,2,0,2,3,9,0,0,Matches
André,br BRA,DF,20-048,1.4,2,1,1,1,0,2,2,100.0,0,4,1,3,1,3,3,1,Matches
Danilo Fernandes,br BRA,GK,35-235,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Diego Rosa,br BRA,"MF,DF",21-043,2.6,14,9,4,9,1,7,12,58.3,5,2,0,2,4,18,4,0,Matches
Danielzinho,br BRA,"FW,MF",27-317,0.9,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0,Matches
Mateus Claus,br BRA,GK,29-113,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Marcos Victor,br BRA,DF,21-333,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Patrick Verhon,br BRA,FW,19-077,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.7,34.0,620,389,279,273,68,298,669,44.5,371,390,80,310,351,971,607,10,
Opponent Total,,,28.2,34.0,567,340,263,252,52,283,624,45.4,341,376,111,265,326,893,661,6,
