Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Marcos Felipe,br BRA,GK,27-225,33.0,1053,716,334,111,0,6,0,0,0,0,0,0,749,3,1,Matches
Thaciano,br BRA,"MF,FW",28-196,28.5,1003,969,29,25,2,6,17,3,0,0,0,0,824,5,9,Matches
Kanu,br BRA,DF,26-262,28.4,1454,1347,103,94,1,23,1,3,0,0,0,0,1305,4,8,Matches
Rezende,br BRA,"MF,DF",28-326,26.2,1186,1138,45,34,2,1,10,11,0,0,0,0,997,3,30,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-070,24.4,1206,1050,152,55,9,8,125,15,82,26,27,1,887,4,27,Matches
Everaldo Stum,br BRA,FW,32-142,22.8,448,397,49,0,2,5,16,0,0,0,0,0,279,2,12,Matches
Vitor Hugo,br BRA,DF,32-188,20.2,962,925,35,24,1,5,0,2,0,0,0,0,827,2,7,Matches
Ademir Santos,br BRA,"FW,MF",28-281,18.4,580,519,59,7,1,7,90,18,34,23,6,0,393,2,23,Matches
Nicolás Acevedo,uy URU,MF,24-224,18.7,1091,1048,42,36,1,5,8,6,0,0,0,0,902,1,26,Matches
Gilberto,br BRA,DF,30-262,16.7,1012,829,179,27,4,12,40,152,0,0,0,0,829,4,27,Matches
Camilo Cándido,uy URU,DF,28-175,13.5,720,573,142,22,1,3,46,119,1,1,0,0,525,5,12,Matches
Yago,br BRA,MF,28-294,13.6,625,594,30,24,0,9,11,6,0,0,0,0,532,1,14,Matches
Gabriel Teixeira,br BRA,"FW,MF",22-237,11.6,319,279,40,8,3,3,40,5,27,13,12,0,235,0,9,Matches
Gabriel,br BRA,DF,22-202,10.9,517,491,26,22,0,8,0,2,0,0,0,0,407,0,3,Matches
David Duarte,br BRA,DF,28-304,8.6,424,403,18,18,0,1,0,0,0,0,0,0,354,3,1,Matches
Cicinho,bg BUL,DF,34-333,8.2,368,279,86,16,0,3,23,70,0,0,0,0,291,3,17,Matches
Rafael Ratão,br BRA,"FW,MF",27-359,8.5,312,306,6,3,2,1,8,3,0,0,0,0,239,0,6,Matches
Vinicius Mingotti,br BRA,FW,23-321,7.2,83,65,18,0,0,0,0,0,0,0,0,0,63,0,0,Matches
Vítor Jacaré,br BRA,"DF,MF",24-031,9.4,462,373,87,14,1,5,53,66,7,3,2,0,327,2,14,Matches
Jhoanner Chávez,ec ECU,"DF,MF",21-213,6.5,334,269,65,5,0,0,15,60,0,0,0,0,258,0,10,Matches
Matheus Bahia,br BRA,"DF,MF",24-105,5.5,269,216,52,3,1,2,19,48,1,0,0,0,187,1,9,Matches
Kayky Chagas,br BRA,"FW,MF",20-166,4.6,144,131,13,0,1,0,12,1,12,7,0,1,109,0,5,Matches
Ryan Carlos,br BRA,DF,21-283,6.4,408,347,60,6,0,4,34,54,0,0,0,0,311,1,18,Matches
Raul Bicalho,br BRA,DF,24-214,3.6,197,190,7,5,0,4,0,2,0,0,0,0,165,0,0,Matches
Luciano Juba,br BRA,"FW,DF",24-087,3.5,200,148,51,16,0,0,35,19,16,10,5,0,136,1,9,Matches
Arthur Sales,br BRA,"FW,MF",21-144,3.2,124,110,14,0,1,0,3,1,3,1,0,0,97,0,4,Matches
Lucas Mugni,ar ARG,"MF,FW",31-316,3.1,167,151,16,9,0,0,14,2,3,1,0,0,127,0,4,Matches
Léo Cittadini,br BRA,MF,29-270,1.5,85,83,2,2,0,0,1,0,0,0,0,0,73,0,1,Matches
André,br BRA,DF,20-048,1.4,79,65,14,0,0,0,9,14,0,0,0,0,63,0,1,Matches
Danilo Fernandes,br BRA,GK,35-235,0.4,14,9,5,1,0,0,0,0,0,0,0,0,9,0,0,Matches
Diego Rosa,br BRA,"MF,DF",21-043,2.6,133,120,13,8,1,3,6,3,2,1,1,0,104,0,3,Matches
Danielzinho,br BRA,"FW,MF",27-317,0.9,83,79,3,1,3,0,3,0,2,1,0,0,68,1,1,Matches
Mateus Claus,br BRA,GK,29-113,0.6,12,5,7,2,0,0,0,0,0,0,0,0,11,0,0,Matches
Marcos Victor,br BRA,DF,21-333,0.1,10,8,2,0,0,0,0,2,0,0,0,0,10,0,0,Matches
Patrick Verhon,br BRA,FW,19-077,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.7,34.0,16085,14233,1804,598,37,124,639,687,190,87,53,2,12693,48,311,
Opponent Total,,,28.2,34.0,15535,13679,1734,492,58,133,548,741,167,60,74,1,12135,122,353,
